organism_id	fraction_disorder_per_protein	fraction_disorder_total_proteome	classification
UP000201631	0.4021	0.29169	Virus
UP000201639	0.08014	0.08014	Virus
UP000201703	0.41173	0.30969	Virus
UP000201705	0.13178	0.13178	Virus
UP000201720	0.05749	0.05749	Virus
UP000201734	0.36799	0.27646	Virus
UP000201740	0.28319	0.25293	Virus
UP000201779	0.43492	0.30571	Virus
UP000201830	0.26224	0.1982	Virus
UP000201834	0.38521	0.30557	Virus
UP000201863	0.16794	0.0861	Virus
UP000201864	0.27509	0.21456	Virus
UP000201877	0.09985	0.09985	Virus
UP000201882	0.18453	0.18453	Virus
UP000201909	0.41161	0.31457	Virus
UP000201910	0.12417	0.1332	Virus
UP000201936	0.23028	0.16301	Virus
UP000201947	0.11588	0.11588	Virus
UP000201980	0.04447	0.04447	Virus
UP000201998	0.20566	0.20566	Virus
UP000202003	0.63473	0.23833	Virus
UP000202032	0.20346	0.20346	Virus
UP000202038	0.115	0.115	Virus
UP000202046	0.09071	0.09071	Virus
UP000202058	0.09344	0.09344	Virus
UP000202064	0.11161	0.11161	Virus
UP000202067	0.15233	0.15233	Virus
UP000202092	0.06878	0.06878	Virus
UP000202099	0.43445	0.32589	Virus
UP000202100	0.09557	0.05094	Virus
UP000202103	0.11601	0.11601	Virus
UP000202127	0.09204	0.09204	Virus
UP000202162	0.35547	0.28387	Virus
UP000202164	0.07252	0.07252	Virus
UP000202225	0.21245	0.125	Virus
UP000202261	0.33702	0.23049	Virus
UP000202305	0.05026	0.05026	Virus
UP000202318	0.0809	0.0809	Virus
UP000202331	0.07446	0.07446	Virus
UP000202343	0.1242	0.1242	Virus
UP000202359	0.00564	0.00564	Virus
UP000202382	0.32902	0.38663	Virus
UP000202393	0.00529	0.00529	Virus
UP000202403	0.03984	0.05065	Virus
UP000202435	0.09506	0.09506	Virus
UP000202460	0.11404	0.11404	Virus
UP000202512	0.09429	0.09429	Virus
UP000202537	0.02115	0.02115	Virus
UP000202572	0.14336	0.14336	Virus
UP000202584	0.06624	0.06624	Virus
UP000202586	0.06269	0.06269	Virus
UP000202601	0.08898	0.08898	Virus
UP000202647	0.1098	0.1098	Virus
UP000202650	0.32358	0.25657	Virus
UP000202674	0.11943	0.11943	Virus
UP000202680	0.08358	0.08358	Virus
UP000202692	0.06092	0.06092	Virus
UP000202701	0.347	0.25296	Virus
UP000202716	0.34364	0.23989	Virus
UP000202726	0.10633	0.10633	Virus
UP000202760	0.10079	0.10079	Virus
UP000202813	0.1652	0.1652	Virus
UP000202815	0.34893	0.34893	Virus
UP000202845	0.03709	0.03709	Virus
UP000202868	0.17044	0.17044	Virus
UP000202892	0.19516	0.19516	Virus
UP000202893	0.13127	0.13127	Virus
UP000202899	0.05872	0.05872	Virus
UP000202907	0.37347	0.25943	Virus
UP000202924	0.35025	0.25545	Virus
UP000202945	0.07757	0.07757	Virus
UP000202952	0.24349	0.24349	Virus
UP000202980	0.15517	0.15517	Virus
UP000202985	0.00505	0.00505	Virus
UP000203080	0.10135	0.10135	Virus
UP000203108	0.09211	0.09211	Virus
UP000203110	0.05977	0.05977	Virus
UP000203116	0.05422	0.05422	Virus
UP000203118	0.38966	0.28364	Virus
UP000203134	0.00815	0.00815	Virus
UP000203145	0.08558	0.08558	Virus
UP000203156	0.13589	0.13589	Virus
UP000203177	0.40784	0.46602	Virus
UP000203188	0.29721	0.20793	Virus
UP000203209	0.07353	0.07353	Virus
UP000203211	0.10115	0.10115	Virus
UP000203220	0.06657	0.06657	Virus
UP000203233	0.05625	0.05625	Virus
UP000203312	0.62074	0.62074	Virus
UP000203322	0.07683	0.07683	Virus
UP000203362	0.0674	0.06055	Virus
UP000203421	0.04411	0.04411	Virus
UP000203450	0.20499	0.15932	Virus
UP000203460	0.03342	0.03342	Virus
UP000203473	0.0	0.0	Virus
UP000203481	0.34523	0.25	Virus
UP000203619	0.34852	0.2769	Virus
UP000203625	0.07735	0.07735	Virus
UP000203655	0.01944	0.01944	Virus
UP000203662	0.2886	0.22455	Virus
UP000203665	0.12789	0.07427	Virus
UP000203716	0.27652	0.22901	Virus
UP000203719	0.11796	0.11796	Virus
UP000203720	0.25213	0.19938	Virus
UP000203802	0.16516	0.16516	Virus
UP000203808	0.34065	0.25944	Virus
UP000203839	0.10056	0.10056	Virus
UP000203848	0.05318	0.05318	Virus
UP000203866	0.32965	0.2396	Virus
UP000203870	0.35047	0.25701	Virus
UP000203874	0.38623	0.38623	Virus
UP000203953	0.3219	0.28176	Virus
UP000204000	0.26074	0.16897	Virus
UP000204045	0.07293	0.07293	Virus
UP000204047	0.04399	0.04399	Virus
UP000204123	0.16449	0.16449	Virus
UP000204130	0.25267	0.19956	Virus
UP000204132	0.3232	0.26775	Virus
UP000204161	0.01017	0.01017	Virus
UP000204172	0.44682	0.34533	Virus
UP000204209	0.0	0.0	Virus
UP000204223	0.13784	0.13784	Virus
UP000204247	0.06144	0.06144	Virus
UP000204326	0.36789	0.30335	Virus
UP000204337	0.34828	0.25273	Virus
UP000204340	0.2531	0.2531	Virus
UP000204345	0.32702	0.29596	Virus
UP000204346	0.03788	0.03788	Virus
UP000204355	0.12101	0.12101	Virus
UP000204356	0.32994	0.23271	Virus
UP000204360	0.09872	0.09872	Virus
UP000204383	0.07394	0.07394	Virus
UP000204394	0.34645	0.25318	Virus
UP000204396	0.12377	0.12377	Virus
UP000204400	0.08221	0.08221	Virus
UP000204423	0.30351	0.37723	Virus
UP000204432	0.32067	0.28232	Virus
UP000204442	0.24603	0.2002	Virus
UP000204448	0.19151	0.32953	Virus
UP000204531	0.27159	0.27159	Virus
UP000204539	0.19868	0.14167	Virus
UP000204601	0.07621	0.07621	Virus
UP000204610	0.05069	0.05069	Virus
UP000204620	0.0	0.0	Virus
UP000204639	0.19837	0.19837	Virus
UP000204655	0.05684	0.05684	Virus
UP000204656	0.33414	0.27964	Virus
UP000207604	0.04651	0.03667	Virus
UP000207625	0.12056	0.12056	Virus
UP000207667	0.33329	0.2307	Virus
UP000207688	0.26507	0.24903	Virus
UP000207751	0.32146	0.23063	Virus
UP000208070	0.40495	0.31588	Virus
UP000208084	0.05554	0.05554	Virus
UP000211161	0.0	0.0	Virus
UP000213380	0.07222	0.07251	Virus
UP000217270	0.32543	0.26304	Virus
UP000217300	0.39876	0.38538	Virus
UP000217306	0.39689	0.45777	Virus
UP000217347	0.07866	0.08321	Virus
UP000218191	0.12334	0.12334	Virus
UP000221556	0.13312	0.09954	Virus
UP000225550	0.12121	0.09085	Virus
UP000226207	0.12717	0.08251	Virus
UP000232240	0.05666	0.05666	Virus
UP000232260	0.32014	0.11005	Virus
UP000232463	0.49205	0.36667	Virus
UP000232487	0.43512	0.32947	Virus
UP000232512	0.21612	0.22691	Virus
UP000232526	0.34744	0.24632	Virus
UP000232610	0.36089	0.25023	Virus
UP000232622	0.35694	0.24907	Virus
UP000232630	0.31699	0.22059	Virus
UP000232692	0.15494	0.07036	Virus
UP000232699	0.33312	0.23084	Virus
UP000232843	0.06003	0.0631	Virus
UP000240443	0.40831	0.28351	Virus
UP000240444	0.3455	0.24081	Virus
UP000240547	0.17437	0.15625	Virus
UP000240594	0.42154	0.33871	Virus
UP000240812	0.32583	0.22873	Virus
UP000241004	0.22331	0.29778	Virus
UP000241080	0.18566	0.11391	Virus
UP000241081	0.30955	0.26675	Virus
UP000241117	0.31782	0.27375	Virus
UP000241171	0.39546	0.28099	Virus
UP000241288	0.23551	0.24448	Virus
UP000241576	0.13145	0.12649	Virus
UP000241584	0.36039	0.18877	Virus
UP000241640	0.32191	0.21079	Virus
UP000241720	0.38518	0.29006	Virus
UP000241730	0.30657	0.42239	Virus
UP000241809	0.43903	0.30321	Virus
UP000241855	0.26644	0.28279	Virus
UP000241967	0.3573	0.40836	Virus
UP000242189	0.09431	0.09431	Virus
UP000242273	0.11282	0.11282	Virus
UP000242725	0.24754	0.27001	Virus
UP000242859	0.5	0.51273	Virus
UP000242973	0.11513	0.11513	Virus
UP000242984	0.02816	0.02816	Virus
UP000243298	0.08255	0.08255	Virus
UP000243437	0.10756	0.10756	Virus
UP000243649	0.01747	0.01747	Virus
UP000243897	0.20893	0.21547	Virus
UP000244836	0.27385	0.28773	Virus
UP000246436	0.40782	0.17291	Virus
UP000246535	0.44489	0.46929	Virus
UP000247041	0.23654	0.24759	Virus
UP000247192	0.39707	0.35176	Virus
UP000248658	0.8014	0.75881	Virus
UP000249909	0.04947	0.04947	Virus
UP000250097	0.26777	0.19234	Virus
UP000259687	0.44429	0.21834	Virus
UP000260447	0.25475	0.20859	Virus
UP000260611	0.21607	0.17393	Virus
UP000267174	0.12288	0.12288	Virus
UP000269863	0.01798	0.01798	Virus
UP000272578	0.15781	0.15781	Virus
UP000273556	0.0	0.0	Virus
UP000274143	0.08188	0.08188	Virus
UP000277466	0.05035	0.01648	Virus
UP000279185	0.0155	0.0155	Virus
UP000281709	0.31063	0.23609	Virus
UP000282127	0.0	0.0	Virus
UP000287413	0.1041	0.1041	Virus
UP000287589	0.0	0.0	Virus
UP000288656	0.0	0.0	Virus
UP000289183	0.35228	0.3288	Virus
UP000289303	0.36092	0.41681	Virus
UP000289354	0.44864	0.42433	Virus
UP000289405	0.26967	0.28547	Virus
UP000289407	0.3298	0.27854	Virus
UP000289561	0.39014	0.37228	Virus
UP000289563	0.25424	0.18236	Virus
UP000289628	0.25049	0.30169	Virus
UP000289742	0.41221	0.34013	Virus
UP000289747	0.4239	0.42771	Virus
UP000289852	0.30191	0.2684	Virus
UP000289925	0.43559	0.35417	Virus
UP000289953	0.38141	0.37767	Virus
UP000290012	0.15603	0.17027	Virus
UP000290130	0.28888	0.23727	Virus
UP000290157	0.41885	0.4296	Virus
UP000290319	0.36903	0.38038	Virus
UP000290375	0.33491	0.30161	Virus
UP000290381	0.3742	0.23222	Virus
UP000290390	0.53794	0.46496	Virus
UP000290398	0.34879	0.36138	Virus
UP000290488	0.41167	0.41011	Virus
UP000290584	0.40271	0.40495	Virus
UP000290659	0.42924	0.39604	Virus
UP000290805	0.244	0.32541	Virus
UP000290831	0.39931	0.40851	Virus
UP000290834	0.08795	0.08795	Virus
UP000290839	0.40074	0.38763	Virus
UP000290976	0.37662	0.36531	Virus
UP000290978	0.40779	0.40367	Virus
UP000297034	0.0	0.0	Virus
UP000297036	0.28223	0.18893	Virus
UP000297087	0.31776	0.23046	Virus
UP000297109	0.36225	0.25818	Virus
UP000297120	0.14741	0.14741	Virus
UP000317125	0.24913	0.20635	Virus
UP000500835	0.1739	0.12933	Virus
UP000501712	0.1355	0.13492	Virus
UP000503027	0.21474	0.09247	Virus
UP000503377	0.13443	0.07477	Virus
UP000676353	0.15301	0.15023	Virus
UP000676374	0.06536	0.06536	Virus
UP000676685	0.2251	0.20605	Virus
UP000677586	0.0	0.0	Virus
UP000678381	0.01531	0.01531	Virus
UP000678394	0.02182	0.02182	Virus
UP000678544	0.10415	0.13164	Virus
UP000679734	0.10492	0.10256	Virus
UP000679816	0.3443	0.28019	Virus
UP000679867	0.33902	0.26005	Virus
UP000679871	0.18682	0.20272	Virus
UP000679894	0.22711	0.20865	Virus
UP000680231	0.0	0.0	Virus
UP000680232	0.11667	0.11111	Virus
UP000680623	0.14426	0.09644	Virus
UP000681497	0.39096	0.32134	Virus
UP000682736	0.27637	0.20164	Virus
UP000683179	0.46274	0.55774	Virus
UP001161496	0.02271	0.02271	Virus
UP001161503	0.01231	0.01231	Virus
UP001161516	0.0	0.0	Virus
UP000000335	0.22474	0.11606	Virus
UP000000337	0.2522	0.19285	Virus
UP000000348	0.1476	0.10126	Virus
UP000000349	0.0941	0.06259	Virus
UP000000352	0.13095	0.12694	Virus
UP000000367	0.26261	0.13841	Virus
UP000000369	0.0944	0.07068	Virus
UP000000399	0.59393	0.38866	Virus
UP000000402	0.51133	0.4704	Virus
UP000000412	0.27121	0.09172	Virus
UP000000414	0.09204	0.13734	Virus
UP000000489	0.1713	0.08198	Virus
UP000000513	0.12423	0.13466	Virus
UP000000514	0.04791	0.06511	Virus
UP000000516	0.0	0.0	Virus
UP000000572	0.13158	0.07485	Virus
UP000000573	0.42372	0.17969	Virus
UP000000574	0.35091	0.15086	Virus
UP000000575	0.63456	0.24516	Virus
UP000000617	0.19316	0.08966	Virus
UP000000679	0.12852	0.10367	Virus
UP000000681	0.07974	0.07974	Virus
UP000000725	0.12609	0.1314	Virus
UP000000744	0.10645	0.06358	Virus
UP000000832	0.06266	0.05604	Virus
UP000000839	0.02019	0.01693	Virus
UP000000842	0.09461	0.05951	Virus
UP000000853	0.29552	0.17509	Virus
UP000000854	0.0788	0.07391	Virus
UP000000866	0.12632	0.0911	Virus
UP000000867	0.12209	0.07577	Virus
UP000000868	0.11096	0.065	Virus
UP000000869	0.24388	0.21116	Virus
UP000000870	0.19547	0.13591	Virus
UP000000871	0.1317	0.09294	Virus
UP000000941	0.23789	0.19047	Virus
UP000000978	0.08213	0.06012	Virus
UP000001000	0.21448	0.11064	Virus
UP000001046	0.04919	0.04961	Virus
UP000001065	0.28115	0.21372	Virus
UP000001101	0.15421	0.07867	Virus
UP000001102	0.2879	0.18143	Virus
UP000001103	0.17943	0.11929	Virus
UP000001134	0.15157	0.15355	Virus
UP000001165	0.17617	0.09556	Virus
UP000001252	0.1042	0.08915	Virus
UP000001295	0.79861	0.62174	Virus
UP000001358	0.2218	0.18826	Virus
UP000001530	0.20436	0.08467	Virus
UP000001573	0.08365	0.03911	Virus
UP000001594	0.27836	0.19105	Virus
UP000001664	0.31274	0.21735	Virus
UP000001665	0.64949	0.247	Virus
UP000001672	0.10417	0.09882	Virus
UP000001673	0.17105	0.1716	Virus
UP000001675	0.09122	0.05612	Virus
UP000001676	0.08841	0.07993	Virus
UP000001677	0.12879	0.08654	Virus
UP000001713	0.0595	0.07276	Virus
UP000001764	0.2604	0.15521	Virus
UP000001773	0.16253	0.08695	Virus
UP000001792	0.19647	0.12815	Virus
UP000001795	0.18783	0.11459	Virus
UP000001863	0.224	0.18399	Virus
UP000001864	0.10703	0.07939	Virus
UP000002092	0.24182	0.11353	Virus
UP000002104	0.07109	0.07027	Virus
UP000002107	0.06557	0.0528	Virus
UP000002121	0.35233	0.25136	Virus
UP000002123	0.15111	0.08363	Virus
UP000002125	0.3588	0.18932	Virus
UP000002131	0.16326	0.09293	Virus
UP000002132	0.09464	0.06856	Virus
UP000002135	0.13653	0.16406	Virus
UP000002136	0.28158	0.20761	Virus
UP000002140	0.31564	0.20809	Virus
UP000002150	0.13609	0.1251	Virus
UP000002243	0.13594	0.1828	Virus
UP000002244	0.11306	0.25738	Virus
UP000002270	0.04541	0.02827	Virus
UP000002348	0.03107	0.02886	Virus
UP000002418	0.75396	0.46452	Virus
UP000002559	0.25077	0.18376	Virus
UP000002576	0.13471	0.16675	Virus
UP000002632	0.18958	0.09978	Virus
UP000002909	0.07675	0.04673	Virus
UP000006364	0.08652	0.08375	Virus
UP000006636	0.81873	0.64774	Virus
UP000006707	0.19929	0.18135	Virus
UP000006712	0.11405	0.07557	Virus
UP000006713	0.12325	0.07255	Virus
UP000006714	0.06924	0.06973	Virus
UP000006719	0.13668	0.08035	Virus
UP000006720	0.13928	0.08301	Virus
UP000006824	0.10027	0.12861	Virus
UP000006921	0.07837	0.05931	Virus
UP000006930	0.2689	0.23262	Virus
UP000007017	0.0659	0.0489	Virus
UP000007021	0.19195	0.16402	Virus
UP000007024	0.22602	0.14621	Virus
UP000007071	0.44982	0.3257	Virus
UP000007078	0.6087	0.5515	Virus
UP000007079	0.57216	0.5633	Virus
UP000007080	0.67365	0.52248	Virus
UP000007083	0.25717	0.24129	Virus
UP000007085	0.10805	0.10805	Virus
UP000007432	0.33022	0.32451	Virus
UP000007454	0.45982	0.34633	Virus
UP000007550	0.5204	0.41658	Virus
UP000007551	0.79804	0.62552	Virus
UP000007553	0.60584	0.51973	Virus
UP000007643	0.20904	0.16773	Virus
UP000007763	0.17434	0.17597	Virus
UP000007785	0.05174	0.06974	Virus
UP000008028	0.1475	0.1061	Virus
UP000008072	0.32479	0.22972	Virus
UP000008089	0.19042	0.12158	Virus
UP000008091	0.16378	0.09829	Virus
UP000008154	0.17105	0.09243	Virus
UP000008168	0.23804	0.28013	Virus
UP000008184	0.14841	0.10625	Virus
UP000008256	0.76273	0.59559	Virus
UP000008257	0.80835	0.64629	Virus
UP000008258	0.70668	0.56677	Virus
UP000008259	0.53326	0.41535	Virus
UP000008260	0.80987	0.66052	Virus
UP000008261	0.76487	0.46032	Virus
UP000008287	0.15922	0.12914	Virus
UP000008288	0.43386	0.35417	Virus
UP000008588	0.1883	0.15221	Virus
UP000008596	0.10318	0.06681	Virus
UP000008597	0.09459	0.0913	Virus
UP000008622	0.20928	0.22912	Virus
UP000008770	0.37859	0.24856	Virus
UP000008778	0.39972	0.34979	Virus
UP000008779	0.73981	0.7701	Virus
UP000008780	0.7373	0.5341	Virus
UP000008781	0.54884	0.56477	Virus
UP000008786	0.43136	0.4185	Virus
UP000008790	0.41151	0.42547	Virus
UP000008853	0.12536	0.13022	Virus
UP000008891	0.21683	0.08963	Virus
UP000008927	0.33101	0.20889	Virus
UP000009060	0.67819	0.5151	Virus
UP000009068	0.13649	0.09747	Virus
UP000009089	0.09677	0.07674	Virus
UP000009091	0.08382	0.07776	Virus
UP000009092	0.08214	0.06583	Virus
UP000009093	0.0604	0.03561	Virus
UP000009174	0.16198	0.08938	Virus
UP000009196	0.1672	0.08285	Virus
UP000009246	0.23378	0.21027	Virus
UP000009247	0.2885	0.17785	Virus
UP000009248	0.17454	0.12774	Virus
UP000009269	0.05087	0.03789	Virus
UP000009401	0.21386	0.16578	Virus
UP000010081	0.40062	0.26452	Virus
UP000011243	0.37897	0.25663	Virus
UP000011244	0.21264	0.13475	Virus
UP000011260	0.0	0.0	Virus
UP000011261	0.04815	0.04815	Virus
UP000011262	0.11032	0.07441	Virus
UP000011263	0.30292	0.20545	Virus
UP000011265	0.22905	0.22585	Virus
UP000011266	0.25684	0.31342	Virus
UP000011272	0.03171	0.02999	Virus
UP000011276	0.1716	0.0532	Virus
UP000011786	0.22207	0.06875	Virus
UP000012169	0.14917	0.09105	Virus
UP000019156	0.26412	0.1208	Virus
UP000019157	0.18601	0.08815	Virus
UP000019163	0.14929	0.08274	Virus
UP000026987	0.18277	0.08066	Virus
UP000029741	0.33383	0.0697	Virus
UP000029752	0.04976	0.03733	Virus
UP000029758	0.42539	0.14248	Virus
UP000029759	0.145	0.12388	Virus
UP000029762	0.25215	0.28203	Virus
UP000029763	0.10276	0.13509	Virus
UP000029764	0.1896	0.25851	Virus
UP000029765	0.26886	0.15795	Virus
UP000029766	0.52106	0.27616	Virus
UP000029767	0.15896	0.08494	Virus
UP000029769	0.17224	0.12465	Virus
UP000029773	0.4636	0.34762	Virus
UP000029774	0.1294	0.11345	Virus
UP000029775	0.43398	0.32777	Virus
UP000029776	0.34725	0.22429	Virus
UP000029782	0.16747	0.12092	Virus
UP000029941	0.05918	0.05368	Virus
UP000033026	0.18745	0.11024	Virus
UP000052082	0.40284	0.42791	Virus
UP000052104	0.33654	0.2708	Virus
UP000052105	0.12039	0.14061	Virus
UP000052110	0.43449	0.21239	Virus
UP000095860	0.42743	0.24989	Virus
UP000096080	0.19293	0.29925	Virus
UP000096471	0.25111	0.22555	Virus
UP000096922	0.07895	0.06685	Virus
UP000097131	0.11523	0.10487	Virus
UP000097509	0.33333	0.19174	Virus
UP000097580	0.1497	0.06581	Virus
UP000097718	0.3842	0.43448	Virus
UP000097722	0.06008	0.05373	Virus
UP000097858	0.17198	0.07746	Virus
UP000097892	0.20915	0.18015	Virus
UP000098165	0.10042	0.1355	Virus
UP000098205	0.34126	0.2485	Virus
UP000098246	0.2633	0.21023	Virus
UP000098369	0.18818	0.10089	Virus
UP000099166	0.16684	0.11078	Virus
UP000099188	0.35545	0.32184	Virus
UP000099228	0.08394	0.16708	Virus
UP000099533	0.11392	0.07198	Virus
UP000099588	0.04054	0.036	Virus
UP000099649	0.20431	0.15491	Virus
UP000099870	0.27358	0.1411	Virus
UP000100338	0.20667	0.27773	Virus
UP000100497	0.34851	0.27089	Virus
UP000100660	0.15246	0.14785	Virus
UP000101020	0.43231	0.16758	Virus
UP000101476	0.56809	0.33564	Virus
UP000101661	0.04185	0.04683	Virus
UP000101850	0.11331	0.12176	Virus
UP000102041	0.29799	0.26402	Virus
UP000102185	0.10969	0.0693	Virus
UP000102219	0.52797	0.325	Virus
UP000102399	0.36286	0.23797	Virus
UP000102920	0.05908	0.06203	Virus
UP000103080	0.1696	0.08746	Virus
UP000103274	0.12642	0.0877	Virus
UP000103398	0.09009	0.07874	Virus
UP000104368	0.0	0.0	Virus
UP000104459	0.27224	0.06891	Virus
UP000104680	0.18216	0.08306	Virus
UP000105166	0.16855	0.21807	Virus
UP000105477	0.19782	0.23434	Virus
UP000105586	0.29183	0.23159	Virus
UP000105606	0.29725	0.18719	Virus
UP000105631	0.28111	0.27753	Virus
UP000105727	0.14347	0.13678	Virus
UP000105857	0.10858	0.12542	Virus
UP000105858	0.22566	0.26209	Virus
UP000105986	0.20184	0.10519	Virus
UP000106032	0.08784	0.07677	Virus
UP000106231	0.29211	0.22451	Virus
UP000106311	0.24831	0.13719	Virus
UP000106396	0.26813	0.30044	Virus
UP000106424	0.6904	0.42462	Virus
UP000106432	0.38595	0.42797	Virus
UP000106577	0.12651	0.13146	Virus
UP000106725	0.03448	0.04536	Virus
UP000106941	0.07193	0.05807	Virus
UP000107012	0.09031	0.07824	Virus
UP000107193	0.12217	0.10227	Virus
UP000107383	0.28648	0.22246	Virus
UP000107417	0.0	0.0	Virus
UP000107449	0.2068	0.12223	Virus
UP000107696	0.27775	0.27145	Virus
UP000107872	0.01961	0.02138	Virus
UP000108423	0.11239	0.0982	Virus
UP000108467	0.36289	0.24364	Virus
UP000108481	0.36896	0.23201	Virus
UP000108794	0.09865	0.08765	Virus
UP000108883	0.03947	0.04343	Virus
UP000109070	0.04694	0.04559	Virus
UP000109192	0.28261	0.24237	Virus
UP000109362	0.15996	0.32153	Virus
UP000109557	0.09554	0.05878	Virus
UP000109622	0.10706	0.07182	Virus
UP000109731	0.23723	0.14192	Virus
UP000109780	0.2263	0.16363	Virus
UP000109876	0.17824	0.18868	Virus
UP000110027	0.51022	0.34707	Virus
UP000110521	0.33707	0.3086	Virus
UP000110594	0.33375	0.28303	Virus
UP000110876	0.56067	0.53383	Virus
UP000110943	0.19819	0.21353	Virus
UP000111010	0.07849	0.08806	Virus
UP000111157	0.34753	0.30531	Virus
UP000111166	0.62339	0.60462	Virus
UP000111222	0.03289	0.05072	Virus
UP000111407	0.59703	0.49313	Virus
UP000111607	0.08696	0.07752	Virus
UP000111976	0.22228	0.0815	Virus
UP000112218	0.09457	0.12838	Virus
UP000112478	0.12466	0.10916	Virus
UP000112534	0.11131	0.18356	Virus
UP000112673	0.09657	0.10178	Virus
UP000112894	0.28343	0.25156	Virus
UP000113129	0.10126	0.05497	Virus
UP000113176	0.14233	0.14016	Virus
UP000113296	0.49963	0.44528	Virus
UP000113390	0.09283	0.08544	Virus
UP000113480	0.15146	0.16734	Virus
UP000113864	0.19645	0.1595	Virus
UP000113968	0.26637	0.23572	Virus
UP000113978	0.14938	0.16686	Virus
UP000114294	0.13439	0.0611	Virus
UP000114312	0.0951	0.04453	Virus
UP000114391	0.50991	0.30726	Virus
UP000114428	0.36019	0.35294	Virus
UP000114496	0.16052	0.16039	Virus
UP000114561	0.09646	0.04751	Virus
UP000114612	0.34919	0.24545	Virus
UP000114748	0.15056	0.0806	Virus
UP000114860	0.41227	0.37793	Virus
UP000114976	0.26087	0.2394	Virus
UP000115090	0.10189	0.08558	Virus
UP000115125	0.00802	0.01274	Virus
UP000115299	0.28848	0.26758	Virus
UP000115416	0.07798	0.06841	Virus
UP000115631	0.82402	0.5136	Virus
UP000115668	0.06303	0.07074	Virus
UP000115720	0.29985	0.08848	Virus
UP000116093	0.47204	0.39107	Virus
UP000116133	0.26365	0.28715	Virus
UP000116168	0.37135	0.36625	Virus
UP000116215	0.09709	0.13919	Virus
UP000116231	0.38132	0.28578	Virus
UP000116555	0.27272	0.23736	Virus
UP000116733	0.37622	0.36824	Virus
UP000116944	0.03647	0.03183	Virus
UP000116972	0.63014	0.6408	Virus
UP000117147	0.04858	0.04589	Virus
UP000117486	0.61082	0.42691	Virus
UP000117502	0.18319	0.19457	Virus
UP000117503	0.60492	0.45904	Virus
UP000117676	0.28207	0.08763	Virus
UP000117716	0.18058	0.1085	Virus
UP000118000	0.71281	0.76292	Virus
UP000118161	0.1133	0.05837	Virus
UP000118164	0.12799	0.14308	Virus
UP000118240	0.05371	0.07157	Virus
UP000118400	0.43062	0.29064	Virus
UP000118514	0.05598	0.0492	Virus
UP000118530	0.07554	0.076	Virus
UP000119000	0.26658	0.16183	Virus
UP000119023	0.1292	0.12635	Virus
UP000119142	0.32215	0.30094	Virus
UP000119412	0.11832	0.14302	Virus
UP000119470	0.37385	0.2554	Virus
UP000119600	0.25928	0.0327	Virus
UP000119730	0.13826	0.08414	Virus
UP000120055	0.33679	0.28284	Virus
UP000120119	0.5	0.47302	Virus
UP000120250	0.15464	0.19305	Virus
UP000120459	0.37243	0.37174	Virus
UP000121022	0.15686	0.14825	Virus
UP000121220	0.06068	0.06114	Virus
UP000121340	0.19254	0.19372	Virus
