Entry	Mapped PubMed ID
Q96NG8	10330177; 14519192; 16606702; 22815913; 24407576; 25134998; 27651839; 27865370; 28241446; 28960639; 29224816; 30732145; 31629253; 32428271; 32514824; 33038291; 33326746; 8183939; 8769649
O43623	11378386; 11545734; 11781575; 11959846; 15314165; 15337769; 15709186; 15737616; 16169465; 16418168; 16541421; 16676006; 16702404; 16717446; 16924233; 16952353; 17194444; 17724139; 17873065; 17974977; 17984306; 18056415; 18160708; 18172008; 18391013; 18485278; 18487508; 18588516; 18628477; 18663143; 18685621; 18716062; 18799618; 19046938; 19381684; 19389926; 19440552; 19448627; 19502595; 19681038; 19751508; 19784072; 19821482; 19884659; 20019845; 20101232; 20128911; 20138990; 20150431; 20418652; 20503457; 20509143; 20564361; 20565806; 20594328; 20622260; 20634891; 20651304; 20730573; 20738754; 20809941; 21053100; 21081648; 21120639; 21199805; 21207222; 21274735; 21289308; 21470622; 21532623; 21593765; 21599940; 21632819; 21645238; 21645451; 21647877; 21656704; 21785273; 21808237; 21809991; 22028892; 22074556; 22128185; 22178381; 22208948; 22232246; 22288519; 22385965; 22421353; 22471696; 22490800; 22493711; 22496452; 22503751; 22508482; 22567133; 22745193; 22801439; 22820858; 22886823; 22899291; 22911700; 22937066; 22974478; 23011797; 23029385; 23031797; 23052737; 23059759; 23142026; 23190132; 23226515; 23244088; 23248240; 23250725; 23287862; 23352643; 23354685; 23410973; 23430442; 23434592; 23438693; 23447531; 23521708; 23566666; 23567973; 23634282; 23677639; 23743248; 23815612; 23851495; 23856032; 23856093; 23873763; 23911747; 23992520; 23996472; 24001454; 24027338; 24036252; 24100634; 24210586; 24233839; 24280681; 24367561; 24379252; 24403312; 24427353; 24469056; 24549638; 24638100; 24657653; 24662746; 24662826; 24712489; 24718924; 24721839; 24760686; 24830722; 24894673; 24984960; 25031719; 25100569; 25117682; 25141863; 25151968; 25256553; 25317798; 25322669; 25337226; 25339068; 25416956; 25491625; 25538040; 25556164; 25599843; 25645291; 25652255; 25686823; 25707493; 25728608; 25728945; 25784376; 25812964; 25855378; 25871397; 25928859; 25982283; 25997702; 26124343; 26170067; 26170144; 26194471; 26198055; 26292259; 26349748; 26370982; 26387547; 26459371; 26467042; 26482776; 26561205; 26561320; 26571812; 26676637; 26700673; 26764010; 26781944; 26810856; 26840943; 26861993; 26910647; 26918943; 26940839; 26992741; 27003026; 27012210; 27029493; 27036045; 27081041; 27113480; 27165081; 27174021; 27216178; 27223436; 27259250; 27275536; 27277529; 27287534; 27315462; 27368877; 27385093; 27441378; 27479603; 27495232; 27524413; 27540976; 27718152; 27748910; 27760172; 27783945; 27786352; 27873103; 27878953; 27995335; 28004751; 28039463; 28070118; 28084395; 28097141; 28128736; 28146149; 28192397; 28215642; 28269747; 28334049; 28334729; 28349782; 28500896; 28504716; 28542126; 28574664; 28610956; 28705116; 28754589; 28940639; 28974196; 29030587; 29208672; 29434190; 29436661; 29604394; 29700328; 29739791; 29803676; 29849120; 29921289; 29929545; 29989579; 30026878; 30189837; 30198421; 30230545; 30251328; 30321617; 30368884; 30449457; 30454887; 30509125; 30541610; 30772441; 30809294; 30823890; 30844311; 30972730; 30997569; 31011939; 31020809; 31037158; 31165775; 31190277; 31241128; 31271097; 31291576; 31324391; 31391462; 31393789; 31468711; 31545257; 31562393; 31570789; 31636385; 31661137; 31862304; 31987042; 32043610; 32111984; 32169452; 32301392; 32365055; 32401134; 32441446; 32483426; 32510550; 32630254; 32729021; 32754286; 32771963; 32901858; 33023950; 33132158; 33144099; 33311454; 33420019; 33478150; 33799604
Q9NTW7	16189514; 17362836; 20306291; 25416956; 30503706
Q13761	10201372; 10228168; 10318916; 10531362; 12091906; 12637528; 12824905; 12855590; 12875960; 14715269; 14760761; 15051926; 15138260; 15273736; 15386419; 15688019; 15728469; 15778373; 15780064; 15819721; 15824739; 16080503; 16091737; 16135801; 16140942; 16142337; 16155404; 16164020; 16328045; 16367921; 16373335; 16442267; 16510874; 16582583; 16627973; 16738314; 16767156; 16818622; 16887969; 16984612; 17195845; 17353931; 17377531; 17380460; 17384682; 17470130; 17471240; 17584746; 17591800; 17591929; 17606310; 17914577; 17923751; 17956589; 18058463; 18097595; 18256927; 18259121; 18288406; 18349282; 18426645; 18430739; 18475302; 18500170; 18572225; 18579750; 18580070; 18593890; 18636364; 18639281; 18663147; 18668679; 18676844; 18684727; 18717361; 18767071; 18772112; 18850007; 18937968; 18949360; 18953836; 19012242; 19015875; 19159630; 19174785; 19223906; 19290488; 19336521; 19351720; 19403666; 19470943; 19521519; 19552756; 19571605; 19571879; 19596937; 19603429; 19645591; 19695681; 19706291; 19727221; 19728008; 19800882; 19808967; 19827872; 19886737; 19917773; 19933870; 20160714; 20190752; 20228843; 20300977; 20306685; 20353948; 20392673; 20442291; 20467438; 20492341; 20631058; 20676134; 20677014; 20682997; 20711500; 20801098; 20887385; 20955380; 21088106; 21105967; 21109941; 21128246; 21135153; 21205092; 21205319; 21223798; 21223819; 21254652; 21288908; 21302620; 21354923; 21523770; 21567090; 21567391; 21612813; 21637926; 21640801; 21656750; 21658745; 21706051; 21756810; 21781566; 21803306; 21819494; 21867527; 21873791; 21914347; 21922326; 21942099; 21956756; 22068036; 22076387; 22179198; 22201888; 22231444; 22234069; 22246363; 22253448; 22266963; 22274925; 22275124; 22296371; 22311819; 22457727; 22479382; 22488108; 22576578; 22580604; 22699781; 22729835; 22734230; 22814793; 22846564; 22883670; 23086478; 23104301; 23243425; 23269881; 23294722; 23333304; 23401011; 23457532; 23542169; 23549984; 23555166; 23637848; 23648294; 23664167; 23666463; 23700080; 23724145; 23851507; 23874686; 23886181; 23892093; 23912048; 23932924; 23934435; 23959374; 24002642; 24042352; 24171719; 24175838; 24229708; 24283877; 24403453; 24447505; 24447545; 24475196; 24622886; 24636883; 24641363; 24750349; 24812032; 24938604; 25008775; 25037468; 25061743; 25176183; 25185713; 25229459; 25270738; 25280519; 25333219; 25391920; 25428380; 25467143; 25494292; 25509356; 25612675; 25641675; 25648363; 25664646; 25693942; 25879218; 25967717; 26004068; 26082616; 26093269; 26134263; 26161748; 26175272; 26186909; 26239696; 26364597; 26375442; 26414766; 26452539; 26475207; 26515139; 26520896; 26634516; 26657794; 26708741; 26756701; 26853927; 26883634; 26898755; 26985715; 27048832; 27082311; 27184221; 27196446; 27217562; 27377697; 27425596; 27497248; 27498627; 27566570; 27633042; 27664488; 27721253; 27748919; 27766776; 27793801; 27825140; 27859417; 27902892; 27916094; 27990641; 28030842; 28119527; 28458013; 28468586; 28498402; 28534977; 28628382; 28765934; 28795320; 28846108; 28855257; 28882948; 28901461; 28940471; 29019900; 29039519; 29054094; 29074538; 29417297; 29480940; 29488879; 29578091; 29693143; 29717663; 29845298; 29864933; 29912616; 30133331; 30218658; 30535462; 30553475; 30650190; 30692634; 30763934; 30877466; 30896667; 30951700; 30982493; 31015486; 31046486; 31093876; 31111550; 31122259; 31126957; 31171641; 31179817; 31436249; 31485638; 31503422; 31622282; 31642435; 31790342; 31898342; 32003017; 32307917; 32341038; 32355155; 32447210; 32453801; 32730779; 32741803; 32762126; 33129959; 33279680; 33284381; 33369221; 33440396; 33444684; 33528856; 9727977
Q03933	11795475; 12813038; 12865437; 14699143; 15662014; 17213196; 17688198; 17915561; 18211895; 18570919; 18978678; 19017645; 19129477; 19768582; 20360068; 20379614; 20711500; 21258402; 21792930; 23064888; 23959860; 24533153; 24619424; 25036637; 25202032; 25416956; 26003728; 26119944; 26260034; 26478434; 26496610; 26727490; 27882499; 28277193; 29799832; 31923427; 32446363; 32538201; 32607595; 33181254; 33326746
Q9BVI0	14507994; 1535557; 15906353; 1614537; 16415788; 18478111; 19473719; 20360068; 20467438; 21150319; 21986495; 22334668; 22975685; 23452852; 23797602; 24675105; 26496610; 26722404; 26960573; 27760318; 29452418; 7686617; 8479525
Q13133	10235266; 10542397; 10858438; 11149950; 11287605; 11414710; 11500512; 11604492; 11790787; 11865025; 11875109; 12032151; 12040021; 12054659; 12117567; 12150943; 12161442; 12198243; 12454263; 12470296; 12518032; 12612088; 12932788; 12957674; 12970175; 14572640; 14699103; 14703507; 14764426; 15147902; 15175151; 15319359; 15353176; 15539633; 15548517; 15625283; 15896744; 16054077; 16106051; 16170053; 16249184; 16354658; 16482468; 16567856; 16751179; 16758300; 16871576; 16904112; 16920108; 16941683; 16973760; 17108812; 17110595; 17135302; 17186944; 17217555; 17218271; 17255360; 17272748; 17296605; 17391100; 17396233; 17405904; 17416342; 17452725; 17628006; 17644777; 17684114; 17724434; 17766241; 17845217; 17960176; 18007013; 18024509; 18182682; 18209740; 18250151; 18276933; 18327405; 18372238; 18511497; 18562803; 18636124; 18660489; 18669643; 18789440; 18854425; 19060910; 19105208; 19119143; 19164445; 19201410; 19211025; 19261092; 19292929; 19360318; 19366697; 19426978; 19520913; 19645823; 19697157; 19710929; 19796621; 19798078; 19837721; 19913121; 19933273; 20005944; 20037595; 20057170; 20080977; 20118482; 20139031; 20190811; 20219900; 20237496; 20364260; 20382159; 20410489; 20427281; 20494359; 20506155; 20628086; 20655109; 20682316; 20711500; 20837115; 20855565; 20868688; 20945144; 21030586; 21042792; 21125317; 21136146; 21187453; 21245992; 21266776; 21310851; 21315073; 21316679; 21349840; 21350215; 21356276; 21440016; 21516116; 21562465; 21625070; 21775116; 21889884; 21903943; 21937108; 21951066; 21988832; 22027013; 22257474; 22311022; 22367754; 22399489; 22503545; 22510808; 22541735; 22547570; 22569763; 22610535; 22634718; 22641099; 22707265; 22723445; 22749359; 22766509; 22916038; 22936343; 22939624; 22984430; 22990668; 23018104; 23041609; 23099324; 23163651; 23185273; 23393188; 23416078; 23451202; 23455924; 23496987; 23564066; 23680128; 23686114; 23732298; 23733886; 23790976; 23812424; 23838803; 23867395; 24036496; 24100084; 24118845; 24180251; 24265317; 24278306; 24289152; 24533572; 24618263; 24713062; 24832115; 24842676; 24886807; 24996838; 25005769; 25028566; 25035925; 25036637; 25073010; 25102981; 25187371; 25255963; 25264165; 25283515; 25332231; 25416956; 25437875; 25450400; 25600616; 25659329; 25729942; 25779847; 25867319; 25962847; 25980575; 26120082; 26160456; 26238323; 26379423; 26595172; 26602218; 26635040; 26669941; 26692490; 26756785; 26814197; 26964694; 26984517; 26991262; 27011007; 27016616; 27253448; 27343431; 27351826; 27401066; 27489081; 27490478; 27614433; 27736929; 27743553; 27832630; 28011707; 28082258; 28091828; 28178657; 28270440; 28361293; 28420650; 28508927; 28617824; 28676625; 28739689; 28842423; 28869506; 29230000; 29367626; 29420090; 29446839; 29577901; 29801879; 30393020; 30413149; 30623435; 30770793; 30964702; 31104333; 31243309; 31417573; 31432166; 31670283; 31931135; 32208992; 32210962; 32413192; 32594829; 32745694; 32754282; 33031595; 33141061; 34085098; 8402897; 9653119
P09086	10022900; 11856838; 12370301; 12414730; 12574128; 14662861; 14701755; 14707079; 1535687; 15796964; 15831936; 16186795; 16239144; 16308568; 16901896; 17442950; 18079403; 1829677; 18695675; 19270158; 19271143; 19536068; 19625999; 19667075; 19913121; 20141429; 20363215; 20457598; 20628086; 2125285; 21424034; 22137580; 22158496; 22231121; 22252320; 22346751; 22441827; 23166507; 23932780; 24097444; 24270878; 24367622; 24435047; 24997600; 25609649; 25675981; 26019213; 27009953; 28750683; 2944599; 7715707; 8253082; 8339931; 8628262; 8668525; 9009278; 9153304; 9188510; 9407024; 9705341; 9765293; 9832505
P62380	15269281; 15673318; 16169070; 17353931; 18482256; 19369647; 19858204; 22511763; 24594805; 24835508; 24870791; 25416956; 26398009; 27696626; 28082682
Q8WYA1	12055078; 12406875; 16857194; 18228528; 18663240; 19470168; 19605937; 19693801; 19839995; 19913121; 20072116; 20174623; 20180986; 20368993; 20554694; 20628086; 21658431; 22198637; 23555304; 24635757; 24847962; 26497775; 27150038; 32826856
Q9UKS7	11937265; 17297655; 17681952; 18332232; 19198610; 19860791; 19913121; 20226531; 20432734; 20628086; 21150319; 21570917; 21918685; 22753928; 22931634; 23088713; 23264341; 23359504; 23365462; 23409157; 23600753; 23752268; 25008482; 25416956; 25425428; 25446972; 25586548; 26495986; 27502439; 27592800; 29259350; 29455107; 29698674; 29851536; 30074152; 30104243; 31118027; 31517385; 31757834; 32259202; 32305590; 32655569; 33494935; 34035522; 34054801
O94993	16189514; 21516116; 21988832; 25416956; 25435374; 26330328; 29855376; 29880037; 30312695; 30358229; 30514297; 31889959; 32157740; 32334007
Q8WTV1	
Q9UMQ3	14744868; 20634891; 27453340; 27533254; 29341468; 32236603; 33326746
O95409	11857562; 11910512; 12522805; 13678579; 14679585; 18097573; 18417618; 19022413; 19784848; 19955556; 20199689; 20531442; 20683983; 21638761; 21661123; 21908606; 21940735; 22310223; 22733541; 22847929; 22859937; 24150758; 24677696; 25609649; 26318045; 27466203; 28577975; 29442327; 29588366; 29992973; 30075825; 30483794; 31640781; 31884576; 32064600; 33557041; 34232917
Q2TB10	26496610
Q9BZS1	11483607; 12296863; 12750858; 14597769; 14671208; 14997560; 15100250; 15172973; 15220219; 15246158; 15374887; 15466453; 15620457; 15674359; 15952173; 15972448; 16003241; 16091206; 16211090; 16278306; 16322292; 16339542; 16339919; 16410445; 16493082; 16517728; 16551363; 16557241; 16574699; 16583400; 16596204; 16617117; 16645171; 16652285; 16728694; 16741580; 16764698; 16818738; 16825494; 16873067; 16881731; 16901927; 16920951; 16955142; 16956389; 16996248; 17028180; 17154262; 17161353; 17175222; 17183612; 17216339; 17230494; 17262084; 17286616; 17289884; 17299718; 17309822; 17311282; 17327427; 17329235; 17378693; 17389235; 17393103; 17414320; 17414718; 17418529; 17445472; 17463169; 17508019; 17526924; 17565321; 17570480; 17574040; 17589345; 17612516; 17615291; 17641056; 17644307; 17666212; 17694575; 17703412; 17706604; 17712427; 17712989; 17712998; 17713426; 17804750; 17851585; 17878390; 17903368; 17916446; 17921346; 17932340; 17970785; 17975141; 18008005; 18024321; 18034969; 18047933; 18089323; 18092263; 18155891; 18156149; 18162042; 18171284; 18173798; 18178814; 18231910; 18240282; 18246047; 18261176; 18270250; 18270368; 18279718; 18286169; 18294387; 18317533; 18324310; 18331599; 18394345; 18395862; 18412171; 18413409; 18413770; 18424697; 18430198; 18434325; 18496979; 18510637; 18510697; 18533240; 18544681; 18579608; 18606654; 18628982; 18641303; 18641304; 18665940; 18681861; 18690669; 18769452; 18794055; 18802341; 18818377; 18825388; 18829063; 18836525; 18844067; 18924611; 18931102; 18941119; 18973208; 19022313; 19034005; 19039775; 19085184; 19089920; 19096978; 19104431; 19108017; 19111574; 19120312; 19125672; 19132983; 19136904; 19141582; 19150256; 19155519; 19168733; 19178794; 19189134; 19192224; 19199536; 19201288; 19203731; 19237575; 19242793; 19255314; 19255331; 19258923; 19264232; 19264985; 19273860; 19276356; 19328914; 19358983; 19363449; 19364305; 19373655; 19383912; 19392991; 19394278; 19408243; 19419438; 19424039; 19439651; 19453521; 19464196; 19470254; 19481824; 19513564; 19536194; 19542249; 19545671; 19549358; 19564342; 19568423; 19577568; 19596013; 19604349; 19614769; 19628330; 19639723; 19641188; 19641607; 19648226; 19648277; 19648312; 19650850; 19651619; 19661482; 19664391; 19666573; 19667946; 19673890; 19674197; 19679154; 19703716; 19714314; 19727215; 19738030; 19751272; 19752528; 19779259; 19787238; 19798683; 19800266; 19800578; 19808652; 19845758; 19849846; 19856313; 19875613; 19880293; 19900711; 19900843; 19902430; 19917773; 19940860; 19941313; 19952070; 19953886; 19956618; 19957514; 19958642; 19996091; 20005366; 20015215; 20028375; 20032994; 20075077; 20087581; 20100010; 20109747; 20142839; 20147963; 20150173; 20209161; 20224778; 20229175; 20237496; 20306312; 20306694; 20346216; 20398921; 20403730; 20404810; 20412707; 20412712; 20427269; 20427770; 20450585; 20462637; 20476861; 20477811; 20487644; 20498355; 20498359; 20503287; 20522244; 20537998; 20554955; 20599261; 20633650; 20654176; 20668701; 20677152; 20677925; 20688398; 20701086; 20709600; 20726328; 20729906; 20880066; 20886106; 20920773; 20930173; 20933283; 20942809; 20943459; 20952660; 20967272; 21034673; 21059286; 21070367; 21078762; 21085187; 21091665; 21107665; 21114556; 21178008; 21209284; 21249500; 21255537; 21255538; 21268019; 21278236; 21285410; 21317396; 21352381; 21357259; 21376048; 21381018; 21381020; 21400500; 21423069; 21436647; 21437244; 21447271; 21472440; 21481380; 21489307; 21489891; 21490927; 21496382; 21499129; 21533107; 21558402; 21607944; 21617226; 21618521; 21642545; 21654831; 21654845; 21670722; 21674673; 21684226; 21693260; 21696363; 21696572; 21708895; 21719077; 21719142; 21726337; 21741320; 21743493; 21746966; 21763379; 21772667; 21791252; 21802372; 21818290; 21832836; 21865090; 21876709; 21891821; 21904560; 21912510; 21926059; 21926327; 21934066; 21949691; 21955384; 21974802; 22000402; 22000667; 22007491; 22032685; 22058032; 22077067; 22079196; 22079987; 22093153; 22093989; 22118340; 22124370; 22143939; 22152480; 22157245; 22161558; 22166628; 22201619; 22210907; 22214248; 22239151; 22264504; 22287403; 22308996; 22310634; 22321351; 22332874; 22341374; 22372921; 22389297; 22391183; 22419479; 22425700; 22431701; 22435141; 22444300; 22446942; 22446965; 22491736; 22506043; 22515293; 22529297; 22541024; 22547705; 22569001; 22672991; 22696687; 22749378; 22809231; 22813742; 22836044; 22884069; 22949100; 22977658; 22986453; 22988034; 22992221; 23039885; 23098499; 23124877; 23129754; 23144749; 23158993; 23161436; 23161469; 23178569; 23182477; 23196741; 23201402; 23202541; 23211717; 23223135; 23228687; 23244505; 23260754; 23264341; 23266046; 23282736; 23291488; 23297791; 23299803; 23313429; 23320781; 23340699; 23355538; 23359504; 23361571; 23363776; 23378296; 23382847; 23417677; 23418928; 23438049; 23450493; 23459079; 23483489; 23490285; 23498308; 23502335; 23521883; 23529308; 23560055; 23562195; 23566804; 23579918; 23582052; 23588145; 23640423; 23707908; 23712790; 23735638; 23747721; 23759077; 23760912; 23773924; 23797717; 23829892; 23888189; 23910692; 23911408; 23948758; 23969200; 23974203; 23977174; 23993983; 23996727; 24035934; 24040244; 24068936; 24071443; 24098530; 24116716; 24127318; 24136450; 24151582; 24152290; 24155921; 24201117; 24214631; 24221578; 24276989; 24289115; 24291052; 24292092; 24292748; 24303990; 24308961; 24315995; 24316592; 24328999; 24338714; 24354800; 24406338; 24467668; 24548868; 24583705; 24630394; 24636474; 24708420; 24710569; 24761979; 24784317; 24792626; 24827118; 24838857; 24845974; 24852566; 24870556; 24877082; 24901172; 24916357; 24931519; 24938080; 24944246; 25000974; 25018055; 25024610; 25042153; 25047684; 25050599; 25064223; 25083793; 25088497; 25092890; 25096571; 25099367; 25109285; 25113399; 25157414; 25167770; 25191901; 25197969; 25198706; 25225903; 25268580; 25292313; 25305033; 25312920; 25326790; 25382658; 25395319; 25412700; 25416053; 25416956; 25425428; 25446972; 25448791; 25456640; 25459573; 25481456; 25492937; 25499021; 25499308; 25503147; 25533723; 25548231; 25552913; 25553723; 25555571; 25556168; 25572738; 25600959; 25609649; 25623530; 25669968; 25683728; 25683871; 25697896; 25708657; 25712342; 25769912; 25771887; 25778305; 25779374; 25812348; 25824786; 25872376; 25873156; 25891727; 25921629; 25977253; 25981968; 25982578; 25989617; 26011970; 26063731; 26154600; 26161395; 26163261; 26182692; 26209749; 26225678; 26238486; 26271985; 26305693; 26329520; 26333292; 26339391; 26341640; 26343373; 26381169; 26409874; 26414764; 26429911; 26431581; 26434354; 26437631; 26439683; 26462617; 26464616; 26473355; 26475790; 26507707; 26517926; 26538561; 26584734; 26661331; 26676638; 26681759; 26686090; 26710835; 26714416; 26718402; 26722524; 26724144; 26735609; 26735887; 26748374; 26753722; 26781862; 26794449; 26809747; 26862953; 26875774; 26882813; 26885615; 26918796; 26921303; 26931655; 26968188; 27000869; 27016413; 27035558; 27068374; 27077371; 27082299; 27086659; 27118257; 27160497; 27178149; 27189164; 27238838; 27260002; 27260644; 27310557; 27339600; 27377121; 27378752; 27431260; 27432879; 27457382; 27466478; 27475735; 27478306; 27525046; 27544816; 27557492; 27569929; 27574108; 27602763; 27614018; 27702400; 27747372; 27751813; 27752897; 27756099; 27792007; 27798870; 27817017; 27834806; 27862679; 27875659; 27885422; 27892628; 27921303; 27991933; 27997991; 28011488; 28013346; 28031121; 28042206; 28053319; 28101786; 28115586; 28164561; 28169287; 28194435; 28239749; 28281276; 28296931; 28298239; 28317311; 28337881; 28351575; 28396406; 28470865; 28487507; 28508176; 28508461; 28533380; 28551657; 28560891; 28562349; 28591725; 28592128; 28621227; 28643491; 28696819; 28713192; 28716029; 28741409; 28741671; 28743116; 28831395; 28882702; 28903735; 28910978; 28923073; 28935177; 28960390; 28982868; 29020928; 29030005; 29051990; 29100058; 29101067; 29150659; 29193502; 29198133; 29206055; 29223407; 29253537; 29257349; 29270752; 29317916; 29343013; 29352742; 29405562; 29411762; 29476189; 29482642; 29524861; 29526847; 29574662; 29602154; 29620159; 29661773; 29696715; 29705245; 29718856; 29739077; 29773655; 29804142; 29851536; 29878369; 29885993; 29890310; 29901207; 29907586; 29932060; 29938865; 30003112; 30011797; 30013989; 30013992; 30040923; 30054281; 30057362; 30077124; 30104243; 30125971; 30129110; 30142808; 30168273; 30229436; 30233595; 30292536; 30318155; 30333832; 30348891; 30367023; 30378283; 30389786; 30391932; 30425718; 30429036; 30453448; 30455694; 30484986; 30510991; 30569125; 30572845; 30593749; 30613389; 30614205; 30630091; 30680650; 30709738; 30710380; 30733194; 30782783; 30830965; 30861202; 30864147; 30875252; 30907193; 30917315; 30953385; 30954385; 30999388; 31006654; 31024549; 31138426; 31164680; 31177386; 31364113; 31379809; 31384057; 31386175; 31414141; 31422415; 31567981; 31570431; 31608056; 31630080; 31681337; 31778687; 31852159; 31855573; 31891895; 31904151; 31917889; 31983096; 31984437; 31987907; 32152765; 32198183; 32203210; 32233171; 32234907; 32245315; 32259202; 32283322; 32312420; 32323598; 32385519; 32386462; 32401107; 32413182; 32475613; 32499641; 32513132; 32522204; 32532834; 32534707; 32534760; 32580398; 32594290; 32606302; 32612577; 32634048; 32636834; 32652320; 32670274; 32744468; 32776743; 32808399; 32827684; 32878426; 32988630; 33031221; 33170805; 33181260; 33213373; 33228011; 33274240; 33433406; 33444682; 33488578; 33488615; 33494935; 33506937; 33517519; 33723215; 33760137; 33833438; 33858251; 33884734; 34080184; 34185454; 34274475; 34414959
Q9Y4A8	15385560; 15388789; 17976382; 19913121; 20102225; 20237496; 20379614; 20628086; 20935629; 25130429; 26306035; 28554271; 28970512; 30196752; 30886504; 31191746; 31288376; 31628195; 31693889; 32123008; 32366381
Q9H161	15852040; 16319823; 16415175; 17293876; 19336475; 19783719; 20140221; 20625746; 20634891; 20879858; 22496059; 23401352; 24037716; 24764194; 24941917; 25609649; 25944620; 27349084; 28081728; 29183346; 31093972; 31791584; 32385972; 32856218; 33326746
O00409	15231747; 16951149; 17983802; 18074379; 19609547; 20379614; 20634891; 20691664; 23133627; 23602568; 24403608; 25210877; 25609649; 26069251; 27259277; 27292639; 28039460; 28805661; 29752474; 29996093; 30483801; 30826165; 32078244; 32284251; 32619584
Q12948	11821690; 16638984; 16952980; 17000708; 17157569; 17197537; 17486624; 17558846; 18498376; 18564921; 18676680; 18708620; 18847512; 19170196; 19513095; 19625176; 19626132; 19668217; 19692168; 19913121; 20056007; 20338046; 20453000; 20628086; 21031026; 21278591; 21353197; 21400511; 21424368; 21465172; 21837767; 22190034; 22249250; 22569110; 22645147; 22736943; 22903608; 22911555; 23242609; 23264086; 23444221; 23541832; 23687430; 24556684; 24889262; 25031703; 25124473; 25130698; 25250569; 25609649; 25665578; 25809640; 25875420; 26041837; 26065367; 26198045; 26220699; 26240509; 26382291; 26496610; 26585487; 26643481; 26752265; 27041579; 27214551; 27242366; 27463523; 27533251; 27685901; 27708239; 28028927; 28111183; 28435457; 28493031; 28513611; 28575017; 28629477; 28635400; 28657660; 28684636; 28810526; 29249801; 29328384; 29660031; 29803789; 29847662; 29884889; 29939776; 29959321; 30003742; 30060822; 30171256; 30189871; 30290049; 30431099; 30457409; 30464116; 30514661; 30722065; 30889612; 31372939; 31512996; 31588228; 31597217; 31650548; 31836490; 31837247; 31916318; 32046874; 32107877; 32295643; 32445751; 32475988; 32631953; 32632082; 32733009; 32832252; 32878637; 32905845; 33231930; 33522955; 33727172; 34432784
Q8ND82	26496610; 26638075; 30567999
O75626	11877292; 12150891; 12165517; 12453881; 14985713; 16002735; 16424392; 16492805; 16547239; 16585013; 16713569; 16765445; 16849320; 17043021; 17213024; 17264218; 17379744; 17682124; 17877160; 18071884; 18089822; 18192112; 18235046; 18354204; 18370921; 18552212; 18583325; 18596541; 18604866; 18845144; 18992153; 19047678; 19194464; 19234190; 19269192; 19433448; 19530237; 19563034; 19717648; 19735688; 19760754; 19788443; 19828629; 19828640; 19838193; 19838195; 19898481; 19915048; 20047096; 20379614; 20530581; 20711500; 20800019; 20859709; 20944005; 20966935; 21103670; 21216962; 21411757; 21622776; 21690554; 21722313; 21722636; 21785431; 22020966; 22040493; 22058416; 22143801; 22278826; 22438909; 22580854; 22585398; 22634616; 22939624; 23028907; 23129528; 23348703; 23624108; 23911415; 23977359; 24004669; 24009228; 24306881; 24438193; 24527393; 24637363; 24743655; 24796719; 24804861; 25115512; 25263394; 25280345; 25382611; 25410866; 25487076; 25710909; 25713110; 25826676; 26054109; 26146066; 26212250; 26221594; 26310579; 26431332; 26475096; 26530011; 26823144; 26976045; 27132888; 27181361; 27363279; 27568520; 27613090; 27687004; 27704586; 27924626; 28097234; 28300844; 28314753; 28378641; 28442738; 28468592; 28790031; 29416540; 29713018; 29760071; 30051906; 30096391; 30197274; 30654767; 30687317; 30692217; 30793688; 31002364; 31100710; 31376415; 31618572; 31729038; 32349189; 32562448; 32798401; 32958255; 32985591; 33145806; 33194842; 33706054; 33972671; 34362511
Q4VC44	15094203; 16169070; 22575643; 25578447; 25609649; 26496610; 29762926; 30097457; 31167387
Q05195	11101889; 11106735; 11230181; 12366697; 12538578; 12553908; 12824180; 14705930; 15235594; 15282543; 15645079; 17082780; 17418410; 17577784; 17998413; 18155722; 18203738; 18451027; 18457265; 19526459; 19766114; 24675462; 24951594; 24954085; 25611699; 26698869; 27520398; 27588501; 28543796; 30419548; 31635836; 33537096
P16989	12239625; 14728692; 14743216; 16198352; 16508013; 17620599; 19240061; 19328795; 19749785; 19805454; 20133480; 20360068; 20467437; 20562859; 20711500; 21182205; 21282530; 21368869; 21473684; 21642987; 21851590; 22159460; 22711822; 22810585; 23084401; 23455153; 23602568; 23663784; 23752268; 23902751; 23986595; 24817634; 24885929; 25497084; 25609649; 25852190; 26496610; 27430286; 27569444; 29227750; 30784285; 31189097; 31944153; 32553055; 32652867
Q68CJ9	12039695; 16236796; 16713569; 17875199; 18704925; 19361614; 19679815; 19883396; 20102225; 21666694; 21693703; 21719679; 21988832; 22262056; 23957007; 25428452; 26427795; 27029215; 28381424; 29738435; 32580631
Q9NQX0	20379614; 25035420; 25609649; 30677029
Q86WP2	11256614; 17672918; 19060904; 21988832; 25416956
Q9UJU3	10330177; 14519192; 16606702; 33326746; 8183939; 8769649
O15499	
Q9NSD4	
Q9NQL9	20596660; 24835590; 25416956; 29305858; 32553473
