Proteome Id	Organism	Organism Id	Protein count	Taxonomic lineage
UP000009152	Simian immunodeficiency virus (isolate MB66) (SIV-cpz) (Chimpanzee immunodeficiency virus)	388911	9	Viruses, Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Ortervirales, Retroviridae, Orthoretrovirinae, Lentivirus, Simian immunodeficiency virus, Simian immunodeficiency virus - cpz
UP000009153	Simian immunodeficiency virus (isolate CPZ GAB1) (SIV-cpz) (Chimpanzee immunodeficiency virus)	402771	9	Viruses, Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Ortervirales, Retroviridae, Orthoretrovirinae, Lentivirus, Simian immunodeficiency virus, Simian immunodeficiency virus - cpz
UP000009251	Human papillomavirus type 16	333760	9	Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Zurhausenvirales, Papillomaviridae, Firstpapillomavirinae, Alphapapillomavirus, Alphapapillomavirus 9
UP000009254	Human T-cell leukemia virus 2 (HTLV-2)	11909	6	Viruses, Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Ortervirales, Retroviridae, Orthoretrovirinae, Deltaretrovirus, Primate T-lymphotropic virus 2
UP000009255	Influenza A virus (strain A/Puerto Rico/8/1934 H1N1)	211044	13	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Insthoviricetes, Articulavirales, Orthomyxoviridae, Alphainfluenzavirus, Alphainfluenzavirus influenzae, Influenza A virus, H1N1 subtype
UP000009262	Latino mammarenavirus (isolate Rat/Bolivia/MARU 1924/1965) (LATV)	3052311	4	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Ellioviricetes, Bunyavirales, Arenaviridae, Mammarenavirus
UP000029742	Salivirus A (isolate Human/Nigeria/NG-J1/2007) (SV-A)	651733	1	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Picornaviridae, Kodimesavirinae, Salivirus, Salivirus A
UP000029753	Cosavirus A (isolate Human/Pakistan/0553/-) (HCoSV-A)	1554483	1	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Picornaviridae, Caphthovirinae, Cosavirus, Cosavirus A, unclassified Cosavirus A
UP000029757	Pegivirus A (isolate Saguinus labiatus/-/GBV-A-lab/1996) (SPgVlab)	1554494	1	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Flasuviricetes, Amarillovirales, Flaviviridae, Pegivirus, Pegivirus platyrrhini
UP000030600	Blueberry scorch virus (BBScV)	31722	1	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Tymovirales, Betaflexiviridae, Quinvirinae, Carlavirus
UP000054557	Zika virus (ZIKV)	64320	1	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Flasuviricetes, Amarillovirales, Flaviviridae, Orthoflavivirus, Orthoflavivirus zikaense
UP000107240	Mammarenavirus lunaense	3052315	2	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Ellioviricetes, Bunyavirales, Arenaviridae, Mammarenavirus
UP000116820	HIV-1 M_02CD.MBTB047	576902	6	Viruses, Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Ortervirales, Retroviridae, Orthoretrovirinae, Lentivirus, Human immunodeficiency virus 1, HIV-1 group M, HIV-1 group M unknown subgroup
UP000119554	Aichi virus (strain Human/A846/88/1989) (AiV) (Aichi virus (strain A846/88))	650132	1	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Picornaviridae, Kodimesavirinae, Kobuvirus, Aichi virus, aichivirus A1
UP000120202	HIV-1 M_02CD.LBTB084	576901	6	Viruses, Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Ortervirales, Retroviridae, Orthoretrovirinae, Lentivirus, Human immunodeficiency virus 1, HIV-1 group M, HIV-1 group M unknown subgroup
UP000122295	Human immunodeficiency virus type 1 02CD.LBR024	467352	4	Viruses, Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Ortervirales, Retroviridae, Orthoretrovirinae, Lentivirus, Human immunodeficiency virus 1, HIV-1 unknown group
UP000132221	rabovirus A1	2773293	1	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Picornaviridae, Ensavirinae, Rabovirus, Rabovirus A
UP000134285	Human immunodeficiency virus type 1 group M subtype A (isolate U455) (HIV-1)	11703	6	Viruses, Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Ortervirales, Retroviridae, Orthoretrovirinae, Lentivirus, Human immunodeficiency virus 1, HIV-1 unknown group
UP000138352	Human spumaretrovirus (SFVcpz(hu)) (Human foamy virus)	11963	6	Viruses, Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Ortervirales, Retroviridae, Spumaretrovirinae, Spumavirus, Simian foamy virus
UP000139997	Middle East respiratory syndrome-related coronavirus (isolate United Kingdom/H123990006/2012) (MERS-CoV) (Betacoronavirus England 1)	1263720	10	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Nidovirales, Cornidovirineae, Coronaviridae, Orthocoronavirinae, Betacoronavirus, Merbecovirus, Middle East respiratory syndrome-related coronavirus
UP000153055	Influenza A virus (strain A/Udorn/307/1972 H3N2)	381517	11	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Insthoviricetes, Articulavirales, Orthomyxoviridae, Alphainfluenzavirus, Alphainfluenzavirus influenzae, Influenza A virus, H3N2 subtype
UP000170516	HIV-1 M_02CD.LBTB032	576899	6	Viruses, Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Ortervirales, Retroviridae, Orthoretrovirinae, Lentivirus, Human immunodeficiency virus 1, HIV-1 group M, HIV-1 group M unknown subgroup
UP000180335	Porcine circovirus 1 (PCV1)	133704	2	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Cirlivirales, Circoviridae, Circovirus, Circovirus porcine1
UP000180344	Human coronavirus OC43 (HCoV-OC43)	31631	10	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Nidovirales, Cornidovirineae, Coronaviridae, Orthocoronavirinae, Betacoronavirus, Embecovirus, Betacoronavirus 1
UP000180448	Lake Victoria marburgvirus (strain Musoke-80) (MARV) (Marburg virus (strain Kenya/Musoke/1980))	33727	7	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Filoviridae, Orthomarburgvirus, Orthomarburgvirus marburgense
UP000201106	Turnip mosaic virus (strain Japanese) (TuMV)	12230	2	Viruses, Riboviria, Orthornavirae, Pisuviricota, Stelpaviricetes, Patatavirales, Potyviridae, Potyvirus
UP000201130	SFTS phlebovirus (isolate SFTSV/Human/China/HB29/2010) (Severe fever with thrombocytopenia virus)	992212	5	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Ellioviricetes, Bunyavirales, Phenuiviridae, Bandavirus, Bandavirus dabieense
UP000201554	Wuhan poty-like virus 1	1923748	1	Viruses, Riboviria, unclassified Riboviria, unclassified RNA viruses ShiM-2016
UP000202720	Rose yellow mosaic virus	1048434	1	Viruses, Riboviria, Orthornavirae, Pisuviricota, Stelpaviricetes, Patatavirales, Potyviridae, Roymovirus
UP000204292	Toscana virus (Tos)	11590	3	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Ellioviricetes, Bunyavirales, Phenuiviridae, Phlebovirus, Phlebovirus toscanaense
UP000204673	Sugarcane streak virus (isolate South Africa) (SSV) (Sugarcane streak virus (isolate Natal))	268781	4	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Mastrevirus, Sugarcane streak virus
UP000207613	Solenopsis invicta virus 3 (SINV-3)	631345	2	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Solinviviridae, Invictavirus
UP000228400	Mouse mammary tumor virus (strain BR6) (MMTV)	11758	5	Viruses, Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Ortervirales, Retroviridae, Orthoretrovirinae, Betaretrovirus, Mouse mammary tumor virus
UP000242194	Prospect Hill virus (PHV)	3052492	2	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Ellioviricetes, Bunyavirales, Hantaviridae, Mammantavirinae, Orthohantavirus
UP000246376	Simian immunodeficiency virus (SIV)	11723	6	Viruses, Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Ortervirales, Retroviridae, Orthoretrovirinae, Lentivirus
UP000289625	Gammapapillomavirus 16	1513261	7	Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Zurhausenvirales, Papillomaviridae, Firstpapillomavirinae, Gammapapillomavirus
UP000464024	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	2697049	17	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Nidovirales, Cornidovirineae, Coronaviridae, Orthocoronavirinae, Betacoronavirus, Sarbecovirus, Severe acute respiratory syndrome coronavirus
UP000000359	Beet yellows virus (isolate Ukraine) (BYV) (Sugar beet yellows virus)	478555	8	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Closteroviridae, Closterovirus, Beet yellows virus
UP000000396	Apple stem grooving virus (strain P-209) (ASGV)	36402	2	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Tymovirales, Betaflexiviridae, Trivirinae, Capillovirus, Apple stem grooving virus
UP000000404	Duck hepatitis A virus (strain Duck/Taiwan/03D/2003) (DHAV)	693992	1	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Picornaviridae, Paavivirinae, Avihepatovirus, Avihepatovirus A
UP000000410	Tomato ringspot virus (isolate raspberry) (ToRSV)	12281	4	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Secoviridae, Comovirinae, Nepovirus, Nepovirus lycopersici, Tomato ringspot virus
UP000000472	Human parainfluenza 2 virus (strain Toshiba) (HPIV-2)	11214	7	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Paramyxoviridae, Rubulavirinae, Orthorubulavirus, Orthorubulavirus laryngotracheitidis, Human parainfluenza 2 virus
UP000000668	Bovine enteric calicivirus Newbury agent-1 (isolate Bovine/UK/Newbury1/1976) (BEC)	331642	2	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Caliciviridae, Nebovirus, Newbury 1 virus
UP000000675	Satsuma dwarf virus (isolate Satsuma mandarin/Japan/S-58/1977) (SDV)	650481	2	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Secoviridae, Sadwavirus, Satsumavirus, Sadwavirus citri, Satsuma dwarf virus
UP000000676	Turkey astrovirus 1 (TAstV-1)	364370	3	Viruses, Riboviria, Orthornavirae, Pisuviricota, Stelpaviricetes, Stellavirales, Astroviridae, Avastrovirus, Avastrovirus 1
UP000000835	Feline coronavirus (strain FIPV WSU-79/1146) (FCoV)	33734	10	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Nidovirales, Cornidovirineae, Coronaviridae, Orthocoronavirinae, Alphacoronavirus, Tegacovirus, Alphacoronavirus 1, Feline coronavirus, Feline infectious peritonitis virus
UP000001119	Rotavirus A (isolate RVA/Monkey/South Africa/SA11-H96/1958/G3P5B[2]) (RV-A) (Simian Agent 11 (isolate SI/South Africa/H96/58))	450149	12	Viruses, Riboviria, Orthornavirae, Duplornaviricota, Resentoviricetes, Reovirales, Sedoreoviridae, Rotavirus, Rotavirus A, Simian rotavirus A, Simian rotavirus A/SA11
UP000001207	Bacillus phage phi29 (Bacteriophage phi-29)	2884424	27	Viruses, Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Salasmaviridae, Picovirinae, Salasvirus, Salasvirus phi29
UP000001398	Human metapneumovirus (strain CAN97-83) (HMPV)	694067	9	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Pneumoviridae, Metapneumovirus, Metapneumovirus hominis, Human metapneumovirus
UP000001649	Brome mosaic virus (BMV)	12302	4	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Bromoviridae, Bromovirus
UP000001671	Southern bean mosaic virus (isolate Bean/United States/Arkansas) (SBMV)	652938	4	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Sobelivirales, Solemoviridae, Sobemovirus, Southern bean mosaic virus
UP000002111	Enterobacteria phage M13 (Bacteriophage M13)	1977402	9	Viruses, Monodnaviria, Loebvirae, Hofneiviricota, Faserviricetes, Tubulavirales, Inoviridae, Inovirus
UP000002127	Escherichia phage MS2 (Bacteriophage MS2)	12022	4	Viruses, Riboviria, Orthornavirae, Lenarviricota, Leviviricetes, Norzivirales, Fiersviridae, Emesvirus, Emesvirus zinderi
UP000002245	Petunia vein clearing virus (isolate Shepherd) (PVCV)	492094	1	Viruses, Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Ortervirales, Caulimoviridae, Petuvirus, Petuvirus venapetuniae, Petunia vein clearing virus
UP000002331	Mumps virus (strain Miyahara vaccine) (MuV)	11171	8	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Paramyxoviridae, Rubulavirinae, Orthorubulavirus, Orthorubulavirus parotitidis, Mumps orthorubulavirus
UP000002472	Human respiratory syncytial virus B (strain B1)	79692	11	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Pneumoviridae, Orthopneumovirus, Orthopneumovirus hominis, Human respiratory syncytial virus, Human respiratory syncytial virus B
UP000002476	Bunyamwera virus (BUNV)	35304	4	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Ellioviricetes, Bunyavirales, Peribunyaviridae, Orthobunyavirus, Orthobunyavirus bunyamweraense
UP000002502	Cucumber mosaic virus (strain FNY) (CMV)	12307	5	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Bromoviridae, Cucumovirus, Cucumber mosaic virus
UP000005893	Enterobacteria phage phiX174 (Isolate Sanger) (Bacteriophage phi-X174)	1217068	10	Viruses, Monodnaviria, Sangervirae, Phixviricota, Malgrandaviricetes, Petitvirales, Microviridae, Bullavirinae, Sinsheimervirus, Escherichia phage phiX174
UP000006372	Human papillomavirus type 1 (Human papillomavirus type 1a)	10583	8	Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Zurhausenvirales, Papillomaviridae, Firstpapillomavirinae, Mupapillomavirus, Mupapillomavirus 1
UP000006711	Helicoverpa armigera stunt virus (HaSV)	37206	3	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Hepelivirales, Alphatetraviridae, Omegatetravirus
UP000006715	Potato mop-top virus (isolate Potato/Sweden/Sw) (PMTV)	652839	7	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Virgaviridae, Pomovirus, Potato mop-top virus
UP000006934	Australian bat lyssavirus (isolate Bat/AUS/1996) (ABLV)	446561	5	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Rhabdoviridae, Alpharhabdovirinae, Lyssavirus, Lyssavirus australis
UP000007018	Mastomys natalensis papillomavirus (isolate African multimammate rat) (MnPV)	654915	7	Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Zurhausenvirales, Papillomaviridae, Firstpapillomavirinae, Iotapapillomavirus, Mastomys natalensis papillomavirus
UP000007049	Sapporo virus (isolate GI/Human/Germany/pJG-Sap01) (Hu/Dresden/pJG-Sap01/DE)	291175	3	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Caliciviridae, Sapovirus, Sapporo virus, Sapovirus isolates
UP000007081	Walleye dermal sarcoma virus (WDSV)	39720	6	Viruses, Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Ortervirales, Retroviridae, Orthoretrovirinae, Epsilonretrovirus
UP000007206	European bat lyssavirus 2 (strain Human/Scotland/RV1333/2002) (EBLV2)	453116	5	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Rhabdoviridae, Alpharhabdovirinae, Lyssavirus, Lyssavirus hamburg, European bat lyssavirus 1
UP000007218	Sunn-hemp mosaic virus (SHMV) (TMV strain cowpea)	12240	3	Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Virgaviridae, Tobamovirus
UP000007232	Parainfluenza virus 5 (strain W3) (PIV5) (Simian virus 5)	11208	8	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Paramyxoviridae, Rubulavirinae, Orthorubulavirus, Orthorubulavirus mammalis, Mammalian orthorubulavirus 5
UP000007248	Infectious pancreatic necrosis virus (strain Jasper) (IPNV)	11003	3	Viruses, Riboviria, Orthornavirae, Birnaviridae, Aquabirnavirus, Aquabirnavirus salmonidae, Infectious pancreatic necrosis virus
UP000007249	Avian infectious bursal disease virus (isolate Chicken/UK/UK661/1989) (IBDV) (Gumboro disease virus)	644440	3	Viruses, Riboviria, Orthornavirae, Birnaviridae, Avibirnavirus, Avibirnavirus gumboroense, Avian infectious bursal disease virus
UP000007250	Blotched snakehead virus (BSNV) (Channa lucius virus)	311176	3	Viruses, Riboviria, Orthornavirae, Birnaviridae, Blosnavirus, Blosnavirus channae
UP000007253	Reovirus type 1 (strain Lang) (T1L) (Mammalian orthoreovirus 1)	10884	11	Viruses, Riboviria, Orthornavirae, Duplornaviricota, Resentoviricetes, Reovirales, Spinareoviridae, Orthoreovirus, Mammalian orthoreovirus, Mammalian orthoreovirus 1
UP000007311	Sendai virus (strain Ohita) (SeV)	302272	7	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Paramyxoviridae, Orthoparamyxovirinae, Respirovirus, Respirovirus muris
UP000007453	Bean yellow dwarf virus (BeYDV)	57119	4	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Mastrevirus
UP000007541	Spring viremia of carp virus (Rhabdovirus carpia)	696863	5	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Rhabdoviridae, Alpharhabdovirinae, Sprivivirus
UP000007545	Turnip yellows virus (isolate FL-1) (TuYV) (BWYV-FL1)	12043	7	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Sobelivirales, Solemoviridae, Polerovirus, Beet western yellows virus
UP000007547	Tomato yellow leaf curl virus (strain Israel) (TYLCV)	66366	6	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Tomato yellow leaf curl virus
UP000007621	Canary circovirus (CaCV)	142661	2	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Cirlivirales, Circoviridae, Circovirus, Circovirus canary
UP000007626	Vesicular stomatitis New Jersey virus (strain Ogden subtype Concan) (VSNJV)	11283	6	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Rhabdoviridae, Alpharhabdovirinae, Vesiculovirus, Vesiculovirus newjersey, Vesicular stomatitis New Jersey virus
UP000007661	Vesicular exanthema of swine virus serotype A48 (isolate Swine/United States/A48/1948) (VESV)	85617	3	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Caliciviridae, Vesivirus, Vesicular exanthema of swine virus
UP000007665	Human papillomavirus type 54	1671798	8	Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Zurhausenvirales, Papillomaviridae, Firstpapillomavirinae, Alphapapillomavirus, Alphapapillomavirus 13
UP000007711	Human papillomavirus 35	10587	6	Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Zurhausenvirales, Papillomaviridae, Firstpapillomavirinae, Alphapapillomavirus, Alphapapillomavirus 9
UP000007782	Maize streak virus genotype B (isolate Tas) (MSV)	268409	4	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Mastrevirus, Maize streak virus
