organism_id	fraction_disorder_per_protein	fraction_disorder_total_proteome
UP000232843	0.06003	0.0631
UP000240443	0.40831	0.28351
UP000240444	0.3455	0.24081
UP000240547	0.17437	0.15625
UP000240594	0.42154	0.33871
UP000240812	0.32583	0.22873
UP000241004	0.22331	0.29778
UP000241080	0.18566	0.11391
UP000241081	0.30955	0.26675
UP000241117	0.31782	0.27375
UP000241171	0.39546	0.28099
UP000241288	0.23551	0.24448
UP000241576	0.13145	0.12649
UP000241584	0.36039	0.18877
UP000241640	0.32191	0.21079
UP000241720	0.38518	0.29006
UP000241730	0.30657	0.42239
UP000241809	0.43903	0.30321
UP000241855	0.26644	0.28279
UP000241967	0.3573	0.40836
UP000242189	0.09431	0.09431
UP000242273	0.11282	0.11282
UP000242725	0.24754	0.27001
UP000242859	0.5	0.51273
UP000242973	0.11513	0.11513
UP000242984	0.02816	0.02816
UP000243298	0.08255	0.08255
UP000243437	0.10756	0.10756
UP000243649	0.01747	0.01747
UP000243897	0.20893	0.21547
UP000244836	0.27385	0.28773
UP000246436	0.40782	0.17291
UP000246535	0.44489	0.46929
UP000247041	0.23654	0.24759
UP000247192	0.39707	0.35176
UP000248658	0.8014	0.75881
UP000249909	0.04947	0.04947
UP000250097	0.26777	0.19234
UP000259687	0.44429	0.21834
UP000260447	0.25475	0.20859
UP000260611	0.21607	0.17393
UP000267174	0.12288	0.12288
UP000269863	0.01798	0.01798
UP000272578	0.15781	0.15781
UP000273556	0.0	0.0
UP000274143	0.08188	0.08188
UP000277466	0.05035	0.01648
UP000279185	0.0155	0.0155
UP000281709	0.31063	0.23609
UP000282127	0.0	0.0
UP000287413	0.1041	0.1041
UP000287589	0.0	0.0
UP000288656	0.0	0.0
UP000289183	0.35228	0.3288
UP000289303	0.36092	0.41681
UP000289354	0.44864	0.42433
UP000289405	0.26967	0.28547
UP000289407	0.3298	0.27854
UP000289561	0.39014	0.37228
UP000289563	0.25424	0.18236
UP000289628	0.25049	0.30169
UP000289742	0.41221	0.34013
UP000289747	0.4239	0.42771
UP000289852	0.30191	0.2684
UP000289925	0.43559	0.35417
UP000289953	0.38141	0.37767
UP000290012	0.15603	0.17027
UP000290130	0.28888	0.23727
UP000290157	0.41885	0.4296
UP000290319	0.36903	0.38038
UP000290375	0.33491	0.30161
UP000290381	0.3742	0.23222
UP000290390	0.53794	0.46496
UP000290398	0.34879	0.36138
UP000290488	0.41167	0.41011
UP000290584	0.40271	0.40495
UP000290659	0.42924	0.39604
UP000290805	0.244	0.32541
UP000290831	0.39931	0.40851
UP000290834	0.08795	0.08795
UP000290839	0.40074	0.38763
UP000290976	0.37662	0.36531
UP000290978	0.40779	0.40367
UP000297034	0.0	0.0
UP000297036	0.28223	0.18893
UP000297087	0.31776	0.23046
UP000297109	0.36225	0.25818
UP000297120	0.14741	0.14741
UP000317125	0.24913	0.20635
UP000500835	0.1739	0.12933
UP000501712	0.1355	0.13492
UP000503027	0.21474	0.09247
UP000503377	0.13443	0.07477
UP000676353	0.15301	0.15023
UP000676374	0.06536	0.06536
UP000676685	0.2251	0.20605
UP000677586	0.0	0.0
UP000678381	0.01531	0.01531
UP000678394	0.02182	0.02182
UP000678544	0.10415	0.13164
UP000679734	0.10492	0.10256
UP000679816	0.3443	0.28019
UP000679867	0.33902	0.26005
UP000679871	0.18682	0.20272
UP000679894	0.22711	0.20865
UP000680231	0.0	0.0
UP000680232	0.11667	0.11111
UP000680623	0.14426	0.09644
UP000681497	0.39096	0.32134
UP000682736	0.27637	0.20164
UP000683179	0.46274	0.55774
UP001161496	0.02271	0.02271
UP001161503	0.01231	0.01231
UP001161516	0.0	0.0
UP000000335	0.22474	0.11606
UP000000337	0.2522	0.19285
UP000000348	0.1476	0.10126
UP000000349	0.0941	0.06259
UP000000352	0.13095	0.12694
UP000000367	0.26261	0.13841
UP000000369	0.0944	0.07068
UP000000399	0.59393	0.38866
UP000000402	0.51133	0.4704
UP000000412	0.27121	0.09172
UP000000414	0.09204	0.13734
UP000000489	0.1713	0.08198
UP000000513	0.12423	0.13466
UP000000514	0.04791	0.06511
UP000000516	0.0	0.0
UP000000572	0.13158	0.07485
UP000000573	0.42372	0.17969
UP000000574	0.35091	0.15086
UP000000575	0.63456	0.24516
UP000000617	0.19316	0.08966
UP000000679	0.12852	0.10367
UP000000681	0.07974	0.07974
UP000000725	0.12609	0.1314
UP000000744	0.10645	0.06358
UP000000832	0.06266	0.05604
UP000000839	0.02019	0.01693
UP000000842	0.09461	0.05951
UP000000853	0.29552	0.17509
UP000000854	0.0788	0.07391
UP000000866	0.12632	0.0911
UP000000867	0.12209	0.07577
UP000000868	0.11096	0.065
UP000000869	0.24388	0.21116
UP000000870	0.19547	0.13591
UP000000871	0.1317	0.09294
UP000000941	0.23789	0.19047
UP000000978	0.08213	0.06012
UP000001000	0.21448	0.11064
UP000001046	0.04919	0.04961
UP000001065	0.28115	0.21372
UP000001101	0.15421	0.07867
UP000001102	0.2879	0.18143
UP000001103	0.17943	0.11929
UP000001134	0.15157	0.15355
UP000001165	0.17617	0.09556
UP000001252	0.1042	0.08915
UP000001295	0.79861	0.62174
UP000001358	0.2218	0.18826
UP000001530	0.20436	0.08467
UP000001573	0.08365	0.03911
UP000001594	0.27836	0.19105
UP000001664	0.31274	0.21735
UP000001665	0.64949	0.247
UP000001672	0.10417	0.09882
UP000001673	0.17105	0.1716
UP000001675	0.09122	0.05612
UP000001676	0.08841	0.07993
UP000001677	0.12879	0.08654
UP000001713	0.0595	0.07276
UP000001764	0.2604	0.15521
UP000001773	0.16253	0.08695
UP000001792	0.19647	0.12815
UP000001795	0.18783	0.11459
UP000001863	0.224	0.18399
UP000001864	0.10703	0.07939
UP000002092	0.24182	0.11353
UP000002104	0.07109	0.07027
UP000002107	0.06557	0.0528
UP000002121	0.35233	0.25136
UP000002123	0.15111	0.08363
UP000002125	0.3588	0.18932
UP000002131	0.16326	0.09293
UP000002132	0.09464	0.06856
UP000002135	0.13653	0.16406
UP000002136	0.28158	0.20761
UP000002140	0.31564	0.20809
UP000002150	0.13609	0.1251
UP000002243	0.13594	0.1828
UP000002244	0.11306	0.25738
UP000002270	0.04541	0.02827
UP000002348	0.03107	0.02886
UP000002418	0.75396	0.46452
UP000002559	0.25077	0.18376
UP000002576	0.13471	0.16675
UP000002632	0.18958	0.09978
UP000002909	0.07675	0.04673
UP000006364	0.08652	0.08375
UP000006636	0.81873	0.64774
UP000006707	0.19929	0.18135
UP000006712	0.11405	0.07557
UP000006713	0.12325	0.07255
UP000006714	0.06924	0.06973
UP000006719	0.13668	0.08035
UP000006720	0.13928	0.08301
UP000006824	0.10027	0.12861
UP000006921	0.07837	0.05931
UP000006930	0.2689	0.23262
UP000007017	0.0659	0.0489
UP000007021	0.19195	0.16402
UP000007024	0.22602	0.14621
UP000007071	0.44982	0.3257
UP000007078	0.6087	0.5515
UP000007079	0.57216	0.5633
UP000007080	0.67365	0.52248
UP000007083	0.25717	0.24129
UP000007085	0.10805	0.10805
UP000007432	0.33022	0.32451
UP000007454	0.45982	0.34633
UP000007550	0.5204	0.41658
UP000007551	0.79804	0.62552
UP000007553	0.60584	0.51973
UP000007643	0.20904	0.16773
UP000007763	0.17434	0.17597
UP000007785	0.05174	0.06974
UP000008028	0.1475	0.1061
UP000008072	0.32479	0.22972
UP000008089	0.19042	0.12158
UP000008091	0.16378	0.09829
UP000008154	0.17105	0.09243
UP000008168	0.23804	0.28013
UP000008184	0.14841	0.10625
UP000008256	0.76273	0.59559
UP000008257	0.80835	0.64629
UP000008258	0.70668	0.56677
UP000008259	0.53326	0.41535
UP000008260	0.80987	0.66052
UP000008261	0.76487	0.46032
UP000008287	0.15922	0.12914
UP000008288	0.43386	0.35417
UP000008588	0.1883	0.15221
UP000008596	0.10318	0.06681
UP000008597	0.09459	0.0913
UP000008622	0.20928	0.22912
UP000008770	0.37859	0.24856
UP000008778	0.39972	0.34979
UP000008779	0.73981	0.7701
UP000008780	0.7373	0.5341
UP000008781	0.54884	0.56477
UP000008786	0.43136	0.4185
UP000008790	0.41151	0.42547
UP000008853	0.12536	0.13022
UP000008891	0.21683	0.08963
UP000008927	0.33101	0.20889
UP000009060	0.67819	0.5151
UP000009068	0.13649	0.09747
UP000009089	0.09677	0.07674
UP000009091	0.08382	0.07776
UP000009092	0.08214	0.06583
UP000009093	0.0604	0.03561
UP000009174	0.16198	0.08938
UP000009196	0.1672	0.08285
UP000009246	0.23378	0.21027
UP000009247	0.2885	0.17785
UP000009248	0.17454	0.12774
UP000009269	0.05087	0.03789
UP000009401	0.21386	0.16578
UP000010081	0.40062	0.26452
UP000011243	0.37897	0.25663
UP000011244	0.21264	0.13475
UP000011260	0.0	0.0
UP000011261	0.04815	0.04815
UP000011262	0.11032	0.07441
UP000011263	0.30292	0.20545
UP000011265	0.22905	0.22585
UP000011266	0.25684	0.31342
UP000011272	0.03171	0.02999
UP000011276	0.1716	0.0532
UP000011786	0.22207	0.06875
UP000012169	0.14917	0.09105
UP000019156	0.26412	0.1208
UP000019157	0.18601	0.08815
UP000019163	0.14929	0.08274
UP000026987	0.18277	0.08066
UP000029741	0.33383	0.0697
UP000029752	0.04976	0.03733
UP000029758	0.42539	0.14248
UP000029759	0.145	0.12388
UP000029762	0.25215	0.28203
UP000029763	0.10276	0.13509
UP000029764	0.1896	0.25851
UP000029765	0.26886	0.15795
UP000029766	0.52106	0.27616
UP000029767	0.15896	0.08494
UP000029769	0.17224	0.12465
UP000029773	0.4636	0.34762
UP000029774	0.1294	0.11345
UP000029775	0.43398	0.32777
UP000029776	0.34725	0.22429
UP000029782	0.16747	0.12092
UP000029941	0.05918	0.05368
UP000033026	0.18745	0.11024
UP000052082	0.40284	0.42791
UP000052104	0.33654	0.2708
UP000052105	0.12039	0.14061
UP000052110	0.43449	0.21239
UP000095860	0.42743	0.24989
UP000096080	0.19293	0.29925
UP000096471	0.25111	0.22555
UP000096922	0.07895	0.06685
UP000097131	0.11523	0.10487
UP000097509	0.33333	0.19174
UP000097580	0.1497	0.06581
UP000097718	0.3842	0.43448
UP000097722	0.06008	0.05373
UP000097858	0.17198	0.07746
UP000097892	0.20915	0.18015
UP000098165	0.10042	0.1355
UP000098205	0.34126	0.2485
UP000098246	0.2633	0.21023
UP000098369	0.18818	0.10089
UP000099166	0.16684	0.11078
UP000099188	0.35545	0.32184
UP000099228	0.08394	0.16708
UP000099533	0.11392	0.07198
UP000099588	0.04054	0.036
UP000099649	0.20431	0.15491
UP000099870	0.27358	0.1411
UP000100338	0.20667	0.27773
UP000100497	0.34851	0.27089
UP000100660	0.15246	0.14785
UP000101020	0.43231	0.16758
UP000101476	0.56809	0.33564
UP000101661	0.04185	0.04683
UP000101850	0.11331	0.12176
UP000102041	0.29799	0.26402
UP000102185	0.10969	0.0693
UP000102219	0.52797	0.325
UP000102399	0.36286	0.23797
UP000102920	0.05908	0.06203
UP000103080	0.1696	0.08746
UP000103274	0.12642	0.0877
UP000103398	0.09009	0.07874
UP000104368	0.0	0.0
UP000104459	0.27224	0.06891
UP000104680	0.18216	0.08306
UP000105166	0.16855	0.21807
UP000105477	0.19782	0.23434
UP000105586	0.29183	0.23159
UP000105606	0.29725	0.18719
UP000105631	0.28111	0.27753
UP000105727	0.14347	0.13678
UP000105857	0.10858	0.12542
UP000105858	0.22566	0.26209
UP000105986	0.20184	0.10519
UP000106032	0.08784	0.07677
UP000106231	0.29211	0.22451
UP000106311	0.24831	0.13719
UP000106396	0.26813	0.30044
UP000106424	0.6904	0.42462
UP000106432	0.38595	0.42797
UP000106577	0.12651	0.13146
UP000106725	0.03448	0.04536
UP000106941	0.07193	0.05807
UP000107012	0.09031	0.07824
UP000107193	0.12217	0.10227
UP000107383	0.28648	0.22246
UP000107417	0.0	0.0
UP000107449	0.2068	0.12223
UP000107696	0.27775	0.27145
UP000107872	0.01961	0.02138
UP000108423	0.11239	0.0982
UP000108467	0.36289	0.24364
UP000108481	0.36896	0.23201
UP000108794	0.09865	0.08765
UP000108883	0.03947	0.04343
UP000109070	0.04694	0.04559
UP000109192	0.28261	0.24237
UP000109362	0.15996	0.32153
UP000109557	0.09554	0.05878
UP000109622	0.10706	0.07182
UP000109731	0.23723	0.14192
UP000109780	0.2263	0.16363
UP000109876	0.17824	0.18868
UP000110027	0.51022	0.34707
UP000110521	0.33707	0.3086
UP000110594	0.33375	0.28303
UP000110876	0.56067	0.53383
UP000110943	0.19819	0.21353
UP000111010	0.07849	0.08806
UP000111157	0.34753	0.30531
UP000111166	0.62339	0.60462
UP000111222	0.03289	0.05072
UP000111407	0.59703	0.49313
UP000111607	0.08696	0.07752
UP000111976	0.22228	0.0815
UP000112218	0.09457	0.12838
UP000112478	0.12466	0.10916
UP000112534	0.11131	0.18356
UP000112673	0.09657	0.10178
UP000112894	0.28343	0.25156
UP000113129	0.10126	0.05497
UP000113176	0.14233	0.14016
UP000113296	0.49963	0.44528
UP000113390	0.09283	0.08544
UP000113480	0.15146	0.16734
UP000113864	0.19645	0.1595
UP000113968	0.26637	0.23572
UP000113978	0.14938	0.16686
UP000114294	0.13439	0.0611
UP000114312	0.0951	0.04453
UP000114391	0.50991	0.30726
UP000114428	0.36019	0.35294
UP000114496	0.16052	0.16039
UP000114561	0.09646	0.04751
UP000114612	0.34919	0.24545
UP000114748	0.15056	0.0806
UP000114860	0.41227	0.37793
UP000114976	0.26087	0.2394
UP000115090	0.10189	0.08558
UP000115125	0.00802	0.01274
UP000115299	0.28848	0.26758
UP000115416	0.07798	0.06841
UP000115631	0.82402	0.5136
UP000115668	0.06303	0.07074
UP000115720	0.29985	0.08848
UP000116093	0.47204	0.39107
UP000116133	0.26365	0.28715
UP000116168	0.37135	0.36625
UP000116215	0.09709	0.13919
UP000116231	0.38132	0.28578
UP000116555	0.27272	0.23736
UP000116733	0.37622	0.36824
UP000116944	0.03647	0.03183
UP000116972	0.63014	0.6408
UP000117147	0.04858	0.04589
UP000117486	0.61082	0.42691
UP000117502	0.18319	0.19457
UP000117503	0.60492	0.45904
UP000117676	0.28207	0.08763
UP000117716	0.18058	0.1085
UP000118000	0.71281	0.76292
UP000118161	0.1133	0.05837
UP000118164	0.12799	0.14308
UP000118240	0.05371	0.07157
UP000118400	0.43062	0.29064
UP000118514	0.05598	0.0492
UP000118530	0.07554	0.076
UP000119000	0.26658	0.16183
UP000119023	0.1292	0.12635
UP000119142	0.32215	0.30094
UP000119412	0.11832	0.14302
UP000119470	0.37385	0.2554
UP000119600	0.25928	0.0327
UP000119730	0.13826	0.08414
UP000120055	0.33679	0.28284
UP000120119	0.5	0.47302
UP000120250	0.15464	0.19305
UP000120459	0.37243	0.37174
UP000121022	0.15686	0.14825
UP000121220	0.06068	0.06114
UP000121340	0.19254	0.19372
UP000121369	0.10716	0.08383
UP000121539	0.25528	0.17053
UP000121784	0.11154	0.07117
UP000121920	0.38445	0.32468
UP000121975	0.15738	0.15238
UP000122426	0.15434	0.10275
UP000122640	0.05726	0.07108
UP000122874	0.36941	0.33944
UP000123232	0.0	0.0
UP000123326	0.30013	0.21886
UP000123475	0.15972	0.08401
UP000123602	0.1405	0.0879
UP000123729	0.34124	0.31065
UP000123759	0.07981	0.04733
UP000123930	0.0	0.0
UP000124141	0.19751	0.12124
UP000124244	0.14616	0.16687
UP000124769	0.26288	0.03825
UP000124824	0.29527	0.18217
UP000124852	0.23444	0.15018
UP000125052	0.16677	0.09045
UP000125071	0.17581	0.1026
UP000125118	0.52602	0.4704
UP000125413	0.23142	0.14071
UP000125481	0.16116	0.09668
UP000125623	0.14393	0.14122
UP000125737	0.21311	0.22184
UP000125865	0.04715	0.07371
UP000125898	0.14929	0.15244
UP000125922	0.1307	0.05407
UP000126493	0.17574	0.26578
UP000127069	0.35692	0.30881
UP000127353	0.174	0.18457
UP000127453	0.22485	0.13075
UP000127637	0.28374	0.24684
UP000127963	0.08957	0.09283
UP000128123	0.31791	0.31066
UP000128218	0.38096	0.27217
UP000128286	0.04211	0.03721
UP000128324	0.23704	0.10669
UP000128839	0.07879	0.10325
UP000128946	0.3284	0.27509
UP000129085	0.32329	0.23342
UP000129190	0.1585	0.17161
UP000129398	0.63605	0.46066
UP000129765	0.37051	0.29352
UP000130164	0.24077	0.13388
UP000130271	0.08367	0.07407
UP000130322	0.49279	0.26242
UP000130460	0.19642	0.17461
UP000130591	0.26961	0.22647
UP000130855	0.32234	0.11568
UP000131018	0.06486	0.07688
UP000131023	0.0814	0.07241
UP000131097	0.10417	0.0969
UP000131223	0.27707	0.26606
UP000131472	0.30731	0.26478
UP000131738	0.21268	0.2154
UP000131827	0.39231	0.30238
UP000132362	0.11587	0.08429
UP000132454	0.54222	0.31104
UP000132615	0.36209	0.30188
UP000132617	0.1695	0.12006
UP000132721	0.08627	0.05827
UP000132730	0.36305	0.26571
UP000132920	0.12267	0.12267
UP000133082	0.57183	0.4236
UP000133488	0.49155	0.32475
UP000133496	0.2743	0.19909
UP000133539	0.18918	0.07143
UP000133543	0.43684	0.3965
UP000133552	0.12818	0.07984
UP000133659	0.21452	0.1692
UP000133700	0.17079	0.17864
UP000134187	0.10482	0.05738
UP000134313	0.18769	0.14646
UP000134372	0.25949	0.22401
UP000134428	0.14011	0.10203
UP000134478	0.16272	0.06339
UP000134533	0.39105	0.21894
UP000134640	0.21466	0.2
UP000134836	0.36378	0.2866
UP000134884	0.35119	0.31056
UP000135107	0.39884	0.17258
UP000135812	0.25085	0.22293
UP000135983	0.89314	0.80719
UP000136088	0.35207	0.22842
UP000136107	0.09831	0.05665
UP000136128	0.0	0.0
UP000136133	0.14668	0.07496
UP000136187	0.01415	0.01878
UP000136225	0.07776	0.10228
UP000136399	0.46698	0.35074
UP000136417	0.07252	0.09015
UP000136421	0.01269	0.01494
UP000136942	0.05576	0.05921
UP000136988	0.09267	0.125
UP000137020	0.11416	0.0996
UP000137123	0.2	0.19133
UP000137490	0.15556	0.13944
UP000137768	0.39474	0.39474
UP000137862	0.2179	0.20327
UP000138111	0.24711	0.20569
UP000138147	0.51734	0.39437
UP000138261	0.06286	0.05902
UP000138572	0.13111	0.1173
UP000138996	0.17087	0.10782
UP000139113	0.18616	0.11731
UP000139255	0.3461	0.28829
UP000139373	0.11711	0.14754
UP000139471	0.27635	0.07298
UP000139905	0.39087	0.23529
UP000140123	0.23995	0.07967
UP000140289	0.22957	0.18902
UP000140360	0.10704	0.09938
UP000140422	0.33073	0.25996
UP000140739	0.54012	0.39737
UP000140911	0.00792	0.01338
UP000140929	0.31974	0.29799
UP000140966	0.33714	0.33714
UP000141023	0.06325	0.05846
UP000141102	0.10652	0.09684
UP000141160	0.46361	0.37519
UP000141413	0.14467	0.08188
UP000141790	0.20238	0.17544
UP000141842	0.38657	0.27338
UP000142172	0.07547	0.07648
UP000142322	0.33333	0.15394
UP000142477	0.07321	0.05136
UP000142668	0.08908	0.07164
UP000142997	0.16699	0.0766
UP000143088	0.29043	0.19927
UP000143187	0.14595	0.2476
UP000143247	0.2049	0.1035
UP000143742	0.40052	0.31011
UP000143817	0.3516	0.30986
UP000144034	0.14779	0.0887
UP000144037	0.1985	0.09835
UP000144236	0.33247	0.30955
UP000144241	0.57293	0.29117
UP000144311	0.18968	0.18154
UP000144590	0.33676	0.28953
UP000144687	0.03763	0.07202
UP000144831	0.17814	0.16923
UP000144843	0.1847	0.15266
UP000145072	0.13836	0.0838
UP000145445	0.11236	0.11923
UP000145486	0.33522	0.08126
UP000145727	0.22115	0.14973
UP000145747	0.14434	0.07876
UP000145802	0.1142	0.15754
UP000145959	0.0	0.0
UP000145988	0.37824	0.30159
UP000146235	0.14263	0.07809
UP000146258	0.09862	0.08687
UP000146330	0.18018	0.13181
UP000146376	0.22338	0.12788
UP000146613	0.14087	0.09146
UP000146808	0.11696	0.07333
UP000146944	0.25822	0.09621
UP000147262	0.56617	0.48473
UP000147426	0.21035	0.22255
UP000147540	0.30769	0.27562
UP000147555	0.29159	0.29573
UP000147559	0.07662	0.11138
UP000147721	0.09244	0.09171
UP000147829	0.23789	0.23699
UP000148232	0.31175	0.21919
UP000148290	0.25078	0.16166
UP000148310	0.65948	0.42047
UP000148464	0.09545	0.084
UP000148566	0.18177	0.11836
UP000148838	0.12023	0.09942
UP000148852	0.21284	0.10284
UP000149132	0.09783	0.09813
UP000149296	0.17422	0.1692
UP000149345	0.13307	0.07075
UP000149858	0.12874	0.06827
UP000150102	0.10331	0.12347
UP000150130	0.12392	0.15797
UP000150202	0.01444	0.01808
UP000150214	0.22679	0.16898
UP000150235	0.15412	0.07981
UP000150882	0.13838	0.04534
UP000151067	0.47706	0.46348
UP000151502	0.28459	0.26212
UP000151607	0.53753	0.38944
UP000151881	0.11585	0.142
UP000151918	0.2213	0.20903
UP000152383	0.19313	0.06154
UP000152557	0.01807	0.02478
UP000152684	0.20566	0.12377
UP000152762	0.23433	0.18721
UP000152857	0.32151	0.27383
UP000153129	0.09539	0.09416
UP000153328	0.03704	0.03481
UP000153330	0.1555	0.14277
UP000153605	0.28557	0.18413
UP000153654	0.11231	0.18415
UP000153665	0.16807	0.15009
UP000153683	0.16732	0.13341
UP000154030	0.26334	0.22977
UP000154120	0.44517	0.29803
UP000154153	0.15624	0.09176
UP000154182	0.32001	0.30015
UP000154225	0.22465	0.15063
UP000154291	0.12937	0.14571
UP000154329	0.3415	0.35338
UP000154509	0.19974	0.10049
UP000154597	0.27635	0.12852
UP000154645	0.19202	0.09272
UP000154838	0.09986	0.06715
UP000155130	0.76222	0.58527
UP000155591	0.46112	0.28933
UP000155737	0.37111	0.29699
UP000156086	0.08679	0.08044
UP000156372	0.09132	0.08081
UP000156487	0.2546	0.08223
UP000156525	0.48124	0.41911
UP000156693	0.0	0.0
UP000156881	0.2528	0.2277
UP000156919	0.1697	0.09119
UP000157177	0.43674	0.37041
UP000157474	0.16841	0.10207
UP000157582	0.26272	0.11752
UP000157591	0.15315	0.09395
UP000157603	0.21885	0.23271
UP000157879	0.26483	0.05069
UP000158017	0.11174	0.13322
UP000158035	0.31982	0.28457
UP000158144	0.37521	0.28579
UP000158189	0.03545	0.04273
UP000158204	0.37878	0.26578
UP000158370	0.11891	0.12181
UP000158549	0.22486	0.17973
UP000158564	0.55725	0.37403
UP000158662	0.22374	0.21976
UP000158680	0.4334	0.35619
UP000159358	0.19969	0.16232
UP000159498	0.26771	0.18574
UP000160503	0.13624	0.08311
UP000160537	0.10762	0.10301
UP000160798	0.07451	0.06929
UP000160822	0.12326	0.15057
UP000161081	0.2539	0.20393
UP000161175	0.09441	0.06538
UP000161274	0.2759	0.21232
UP000161625	0.0	0.0
UP000161882	0.22505	0.15788
UP000161901	0.34734	0.24338
UP000162179	0.47084	0.45008
UP000162613	0.29912	0.25379
UP000162740	0.05607	0.06755
UP000162892	0.2806	0.16283
UP000163039	0.21622	0.22047
UP000163303	0.3473	0.25631
UP000163324	0.14715	0.08511
UP000163702	0.18095	0.15633
UP000163738	0.1014	0.11726
UP000163741	0.18834	0.09696
UP000163854	0.09803	0.08711
UP000163971	0.21069	0.16015
UP000164147	0.24571	0.2337
UP000164199	0.29276	0.09979
UP000164342	0.05251	0.06334
UP000164470	0.38596	0.38596
UP000164617	0.53571	0.21994
UP000164653	0.14113	0.08605
UP000164947	0.75539	0.55657
UP000164976	0.07763	0.06623
UP000165262	0.44361	0.3549
UP000165507	0.10597	0.10792
UP000165562	0.42488	0.28373
UP000165652	0.25528	0.22122
UP000166181	0.13053	0.1791
UP000166209	0.22034	0.11021
UP000166529	0.07234	0.06093
UP000166646	0.10855	0.12909
UP000167073	0.36576	0.29515
UP000167086	0.15113	0.07589
UP000167233	0.16839	0.16174
UP000167590	0.18603	0.07081
UP000167685	0.092	0.10269
UP000167719	0.1717	0.11765
UP000168127	0.11613	0.11317
UP000168191	0.12108	0.12317
UP000168861	0.15245	0.14932
UP000168915	0.30035	0.27251
UP000169135	0.13786	0.12896
UP000169225	0.31919	0.25168
UP000169232	0.12411	0.15051
